GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREIBLA,G20PREIKEN,G20PREILAR,G20PREIFUE,G20USSRHAG,G20USSDBRA,G20USSIHOO,G20USSISTA,G20USSIMCL,G20USSIJAM,G20USSIHIL,G20USSIGRU,G20USSIHEN,G20USSIFAP
47063003260,47,063,003260,927,155,7,0,1,2,1,0,1,892,144,5,5,2,1,0,1,0,1
47063003261,47,063,003261,1821,389,11,3,3,5,0,0,0,1741,348,6,6,5,2,4,1,3,6
47063003262,47,063,003262,90.79,12.6,0.67,0,0.08,0,0.08,0,0,81.28,11.18,0.75,0.17,0.58,0.08,0.17,0.58,0.42,0.25
47063003263,47,063,003263,1665.5,465.88,20.38,0,0.97,0,0.97,0.97,0.97,1649.98,396.96,5.82,5.82,8.74,2.91,2.91,0,2.91,10.68
47063003264,47,063,003264,1849,438,14,2,4,4,0,0,2,1790,384,3,4,12,2,4,2,4,11
47063003265,47,063,003265,1698.98,448.28,18.01,0,7,3,2,1,0,1659.98,401.24,3,6,6.01,3,5,3,3,6.01
47063003266,47,063,003266,462,90,5,1,0,0,1,0,0,440,84,3,1,2,0,2,0,4,1
47063003267,47,063,003267,731.96,199.92,5.59,0,0.03,0.99,1.02,1.03,2.01,679.98,179.93,2.16,1.18,9.19,4.05,0.09,1.99,0.1,3.3
47065003351,47,065,003351,384.14,755.43,15.27,2.12,2.28,0.04,0.04,0,0.04,373.7,718.8,3.16,1.04,5.47,2.08,4.12,1.04,5.04,8.12
47065003352,47,065,003352,165.53,1469.07,14.95,2.99,6.97,6.97,0,1.99,0,191.45,1384.4,3.98,1.99,7.97,1,2.99,1.99,6.97,10.96
47065003353,47,065,003353,21,55,3,0,0,0,0,0,2,23,53,0,0,1,0,0,0,0,4
47065003354,47,065,003354,16.77,118.36,0,0,0,0,0,0,0,14.8,113.43,0.99,0,0,0,0,0.99,0.99,0
47065003355,47,065,003355,2070.35,630.88,34.1,3,1.01,3.01,0,1,3.02,2123.5,554.66,5.02,3.01,11.05,0.02,1.02,0,3.01,9.03
47065003356,47,065,003356,309.48,143.3,1.99,0,1.99,0,0,0,0,316.44,130.36,0,0,1,1,0,1,0,1.99
47065003357,47,065,003357,4.88,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0
47065003358,47,065,003358,46,821,5,1,8,0,2,0,0,51,779,0,1,4,1,1,1,5,4
47065003359,47,065,003359,502.62,96.59,7.65,1.03,0.12,1.97,0,0,1.03,506.13,86.86,1.94,0,1.22,0.04,0.95,0.99,1.97,1.16
47065003360,47,065,003360,1721.9,478.95,21.12,1.92,2.88,1.92,0,0,1.92,1774.69,433.83,0.96,0,6.72,0.96,0,0.96,1.92,3.84
47065003361,47,065,003361,2323.64,458.71,31.42,4.04,3.04,5,0.08,0,0,2319.98,428.28,1,1.04,12.08,4.04,4,1,9.08,9.04
47065003362,47,065,003362,271,1390,11,2,10,2,1,1,0,270,1358,5,1,7,3,5,2,1,9
47065003363,47,065,003363,654.65,1055.36,35.56,2.13,4.33,6.1,0.13,2.05,0.03,679.31,1020.2,2.15,3,9.13,6.18,2.05,0.05,0.13,9.43
47065003364,47,065,003364,803.18,982.53,35.24,2.73,6.98,2.14,1.52,0.61,0.91,824.5,953.25,5.48,0.91,15.82,3.05,3.34,1.52,1.52,5.8
47065003365,47,065,003365,79,1154,9,2,8,1,2,0,0,67,1099,1,2,10,5,4,3,2,15
47065003367,47,065,003367,801.24,422.09,12.07,2.06,2.09,3.1,0.06,0,0.02,826.51,353.21,1.06,1.02,8.23,3.09,1.08,2.04,3.1,6.57
47065003368,47,065,003368,464.76,294.63,15.91,0,1.99,1,0,0,2.98,488.64,259.77,2.98,1.99,6.96,1.99,2.98,0,1,3.98
47065003369,47,065,003369,237.75,131.31,7.96,0,0,0.99,0,0,0.99,250.68,119.37,0.99,0,3.98,0,0,0,0,1.99
47065003370,47,065,003370,1008.08,419.75,19.1,1.42,3.41,3.99,0.28,0.85,0.57,1030.62,384.41,1.71,1.14,6.85,1.42,1.14,1.42,1.99,7.98
47065003371,47,065,003371,209.05,188.51,4.25,0,0.39,0.92,0.43,0.39,0,215.51,177.85,1.21,0.05,3.33,0.77,0.39,0.48,0.39,2.08
47065003372,47,065,003372,497.95,531.45,9.11,0.15,0.36,2.86,0.99,0,0.05,519.24,503.52,1.14,0.99,5.29,0.1,0.15,1.92,0.05,2.96
47065003374,47,065,003374,281.68,220.07,1.14,0,1,0.05,0.02,0,0,281.06,205.57,0.02,0.02,1.09,0,0,0.03,1,3.05
47065003375,47,065,003375,1304.82,1094.59,23.76,0.99,2.97,3.96,0.99,0,1.98,1345.07,998.56,0.99,2.97,7.92,2.97,2.97,4.95,4.95,6.93
47065003376,47,065,003376,9.98,5.32,0,0,0,0,0,0,0,9.31,5.32,0,0,0,0,0,0,0,0
47065003377,47,065,003377,89.2,104.09,2.24,0.01,0.03,0.04,0.01,0,0.02,86.61,100.12,1.01,0.03,0.08,0.03,1.03,2.05,0.05,0.07
47065003378,47,065,003378,101.44,84.53,0.89,0.89,0,0.89,0,0,0,105.89,75.63,0,0,0.89,0,0,0.89,0.89,0.89
47065003379,47,065,003379,274.42,825.09,18.17,5,3,1,0,1,1,296.02,798.5,4.03,0,3,3.03,2.03,1,3.07,8.07
47065003380,47,065,003380,8,53,0,1,0,0,0,0,0,8,53,0,0,0,0,0,0,0,1
47065003381,47,065,003381,76,907,4,4,3,0,2,0,0,71,875,1,0,2,1,3,3,2,1
47065003382,47,065,003382,2255.7,591.01,46.31,2.02,5.12,6.03,1.99,0,1.01,2266.46,545.6,6.02,3.02,15.11,7,3.06,2.05,10.11,4.18
47065003383,47,065,003383,584.58,150.86,8.76,0.67,0.67,3.37,0,0,0.67,596.03,136.72,0.67,0,3.37,0.67,0,0,0.67,3.37
47065003384,47,065,003384,161.91,229.66,5.44,0.23,0.09,0.07,0,0.02,0,179.85,210.77,0.99,0.02,0.3,1.06,1.01,0.11,1.98,2.25
47065003385,47,065,003385,483.78,1385.94,26.38,9.56,3.91,2.88,0.02,0.98,0.01,547.21,1281.35,0.97,0.95,12.49,3.86,1.92,4.78,1.94,13.59
47065003386,47,065,003386,1419.58,1007.17,38.5,7.42,4.28,7,0.56,0,1,1475.88,913.04,0,0.28,13.54,7.7,5.28,3.14,3.56,8.82
47065003387,47,065,003387,1443,1021,33,1,3,1,2,2,1,1494,939,1,0,17,1,1,3,2,6
47065003388,47,065,003388,1831,1393,46,5,6,3,1,0,0,1899,1317,0,3,16,3,3,2,5,12
47065003389,47,065,003389,54.18,439.1,2.01,0,0.01,1,0,0,0,51.18,412.08,2,1,4.01,0,3,2,3,1.01
47065003390,47,065,003390,113.82,691.9,7.99,0,3.99,3,0,0,1,114.82,675.92,2,0,5.99,2,0,1,1,3.99
47065003391,47,065,003391,409.76,623.78,18.07,2.01,3.03,5.03,1,1.01,3,403.88,601.39,0.02,1.01,8.04,6,4.01,3.01,9.03,7.05
47065003392,47,065,003392,1522,1140,49,6,6,4,2,0,1,1530,1092,6,3,19,5,5,0,8,16
47065003393,47,065,003393,836.35,863.64,21.44,4.87,12.67,3.9,4.87,1.95,0.97,861.69,818.8,5.85,0,4.87,6.82,1.95,1.95,4.87,16.57
47065003394,47,065,003394,1297,796,37,3,6,6,1,0,1,1304,749,3,2,17,4,2,6,5,17
47065003395,47,065,003395,1451,903,18,3,6,5,0,0,2,1437,864,6,3,10,7,4,4,4,6
47065003396,47,065,003396,201.59,1868.87,15.58,8.76,8.76,5.84,0.97,0.97,1.95,212.31,1796.8,3.9,3.9,4.87,1.95,7.79,4.87,4.87,12.66
47065003397,47,065,003397,142,619,10,1,2,0,0,1,1,150,602,3,0,2,4,0,0,1,9
47065003398,47,065,003398,183,699,8,4,6,1,1,0,0,178,684,0,1,7,1,1,1,0,9
47065003399,47,065,003399,295,1106,12,2,5,1,0,4,1,287,1088,3,0,3,1,1,3,3,11
47065003400,47,065,003400,7,30,0,0,1,0,0,0,0,7,31,0,0,0,0,0,0,0,0
47065003401,47,065,003401,1778.18,1050.58,49.74,2.89,7.78,6.65,1.3,1,1.38,1913.61,920.84,3.44,1.24,13.15,0.87,1.38,4.77,6.21,14.25
47065003402,47,065,003402,689,269,17,1,0,2,0,0,0,707,250,0,0,5,0,1,1,3,2
47065003403,47,065,003403,294,60.53,3.13,0.01,0.03,1.01,0,0,0,300.96,53.38,0.01,0.01,0.04,0.01,0.02,0.01,0.04,0.05
47065003404,47,065,003404,1477.72,554.35,32.47,6.02,3.12,6.09,1.02,0,1.04,1514.84,530,3.04,0.08,13.1,2.08,3.02,0.04,1.09,7.18
47065003405,47,065,003405,137.21,756.3,12.4,3.23,4.23,0.15,2.03,0.03,0.05,153.49,717.43,5.1,0.1,3.13,1.05,2.2,2.13,2.13,3.33
47065003406,47,065,003406,285.76,477.8,3.95,1.98,2.96,1.96,1.98,0,0,290.73,468.87,0.98,0,1.96,1.98,0,0,0.98,1
47065003407,47,065,003407,1870.32,1373.71,44.06,1.98,6.87,0.42,0,1.9,0.14,1909.92,1305,1.98,0.98,7.94,5.2,6.8,2.9,5.78,12.05
47065003408,47,065,003408,2083.89,1112.41,49.52,3.97,7.79,10.58,0,0.97,2.94,2129.29,1058.81,1.93,2.97,14.92,4.84,3.98,6.01,7.83,18.48
47065003409,47,065,003409,608.45,231.71,7.49,1.03,2.09,0.06,0,1,2,630.79,204.04,0.09,0.03,5.06,1.03,0.03,1.03,2.06,1.12
47065003410,47,065,003410,825.18,292,14.78,0.92,2.77,1.85,0,0,0,835.34,271.67,2.77,0.92,1.85,0.92,0.92,0.92,1.85,3.7
47065003411,47,065,003411,439,368,8,1,1,1,0,0,0,448,343,1,0,6,0,1,1,2,7
47065003412,47,065,003412,1219.25,768.47,19.08,2.28,1.53,0.01,3.03,0.01,0,1253.59,691.57,0.01,1.53,8.4,3.81,1.52,0.76,3.05,9.89
47065003413,47,065,003413,1641.3,948.26,23.56,0.98,5.89,4.91,0.98,0,1.96,1700.2,878.57,1.96,3.93,4.91,3.93,0.98,1.96,4.91,8.83
47065003414,47,065,003414,162.35,884.47,11.95,0,4.98,1,1,1,0,167.33,840.65,2.99,1,2.99,2.99,2.99,0,4.98,6.97
47065003415,47,065,003415,179.49,195.61,3.2,1.04,1.04,1.02,0.01,0.01,0,192.62,176.12,0.03,0.02,0.06,1.03,1.02,0.02,0.06,4.06
47065003416,47,065,003416,18.28,31.74,0,0,0,0,0,0,0,18.28,30.78,0,0,0,0,0,0,0.96,0.96
47065003417,47,065,003417,270.92,771.41,15.78,3.94,1.97,1.97,0.99,0.99,0,284.72,745.73,0,1.97,4.93,1.97,0.99,0.99,3,3
47065003418,47,065,003418,1093.71,317.01,16.05,0.33,5.24,2.62,0,0,0.33,1106.14,293.44,1.31,0.98,3.6,1.31,1.97,0,1.31,5.57
47065003419,47,065,003419,808.64,489.03,13.48,0,1.93,0.96,0.96,0,0,909.72,398.54,0.96,0,1.93,2.89,0,0,0.96,8.66
47065003420,47,065,003420,1427.28,552.85,16.38,3.29,4.75,2,0.7,0.7,0.03,1467.23,499.8,0.68,1.29,5.42,2.7,2.61,0.68,2.03,4.49
47065003421,47,065,003421,750.56,285.22,7.81,1.6,2.28,0.97,0.33,0.33,0.01,768.77,259.56,0.32,1.63,2.6,1.3,1.27,0.32,0.97,2.09
47065003422,47,065,003422,713.83,719.42,30.71,3.72,6.51,2.79,0,0.93,1.86,748.27,677.54,1.86,1.86,7.45,0,1.86,2.79,4.65,8.38
47065003423,47,065,003423,401.36,84.29,9.58,0.96,0.96,0,1.92,0,0,409.02,74.72,0,0.96,1.92,0.96,0,0,1.92,0.96
47065003424,47,065,003424,1362.66,523.65,34.72,5.79,2.89,2.89,0,0.96,0.96,1384.84,486.04,2.89,1.93,14.47,6.75,0,1.93,5.79,5.79
47065003425,47,065,003425,617.7,191.52,11.17,1,0.07,1.01,1,0,0,622.8,182.28,2.01,0.01,3.03,2.01,1.03,1,3.01,0.06
47065003426,47,065,003426,502,755,22,2,2,2,0,1,1,549,707,2,1,7,3,0,0,1,5
47065003427,47,065,003427,818.33,1314.75,34.45,3.26,2.16,0.11,0,0.05,0.08,872.82,1241.69,1.02,2.03,16.6,3.1,0.06,3.19,2.09,6.6
47065003428,47,065,003428,1944.46,1848.18,55.03,2.03,6.01,8.98,1.01,1.99,2,2001.45,1727.42,8.97,3.99,21.99,4.99,7.98,5.01,8.99,16.03
47065003429,47,065,003429,18,10,1,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0
47065003430,47,065,003430,43,58,0,0,1,0,0,0,0,45,53,0,0,0,0,0,0,0,0
47065003431,47,065,003431,760,181,10,0,0,1,0,0,2,768,158,0,1,6,3,2,3,2,3
47065003432,47,065,003432,647.2,941.41,17.07,2.02,8.01,3.01,0,1,1,657.26,904.3,3,0.01,9.02,2.01,2,4,5.01,7.01
47065003433,47,065,003433,72.62,60.82,2.19,0.1,0.38,0.04,0.02,0.17,0,74.53,57.42,0.1,0.09,0.38,0.1,0.34,0.17,0.44,0.51
47065003434,47,065,003434,620,1071,36,2,3,3,0,3,2,707,982,0,2,16,3,1,3,1,7
47065003435,47,065,003435,173.15,384.78,7.33,0,0.92,0,0,0,0.92,185.98,364.62,0,0,2.75,0,0,0.92,0,2.75
47065003436,47,065,003436,777.25,682.66,28.82,1.71,5.57,2.49,0.16,0,1.08,795.4,644.45,0.26,3.2,7.68,3.29,2.29,2.53,1.63,9.72
47065003437,47,065,003437,862.92,670.97,21.15,4.11,1.1,4.91,0.24,0,0,879.4,617.71,0.98,2.08,9.5,3.25,3.07,3.01,4.17,7.66
47065003438,47,065,003438,639,580,20,2,5,1,1,0,0,666,539,0,1,9,3,2,0,2,8
47065003439,47,065,003439,373.05,207.88,11.65,3.07,3,0.07,0.04,0,0,368.05,205.84,0.07,0,1.36,3.07,0.04,0,0.07,3.22
47065003440,47,065,003440,1896.56,1160.84,50.09,3.01,3.93,4.98,2.94,0,0.98,1955.75,1071.88,2.95,0.99,10.87,3.92,3.92,2.03,4.97,26.54
47065003441,47,065,003441,700,507,20,5,2,1,0,1,1,710,483,0,3,7,5,3,1,2,8
47065003442,47,065,003442,37.67,15.85,0.68,0.05,0.12,0.14,0.01,0.03,0.02,38.47,14.6,0.06,0.04,0.24,0.05,0.04,0.05,0.07,0.28
47065003443,47,065,003443,2495.8,1040.81,47.2,3.56,8.45,9.9,0.7,2.11,1.41,2551.61,953.11,4.22,2.82,16.94,3.52,2.82,3.56,4.97,19.75
47065003444,47,065,003444,105,33,4,0,0,0,0,0,0,108,26,0,0,2,0,0,1,0,1
47065003445,47,065,003445,84,26,2,0,0,2,0,0,0,90,21,0,0,2,0,0,0,0,1
47065003446,47,065,003446,2644.19,1186.04,43.53,2.89,5.63,2.77,0.16,2.77,0.92,2723.65,1074.74,2.77,4.7,19.85,4.82,2.85,1.89,6.63,11.62
47065003447,47,065,003447,262.59,101.82,3.37,0.22,0.44,0.22,0,0.22,0.07,268.75,91.32,0.22,0.37,1.54,0.37,0.22,0.15,0.51,0.88
47065003448,47,065,003448,825.95,1262.58,50.29,7.88,1,5.9,0,3.93,0.99,859.7,1209.06,0.99,1.97,20.71,3.94,1.97,2.97,6.89,13.81
47065003449,47,065,003449,392.19,456.2,14.05,4.01,5.01,0,0,2,1,401.25,435.13,3,2,3.01,0,1,1,5.01,7.01
47065003450,47,065,003450,1394.63,1098.64,51.71,7.36,6.48,4.64,1.83,0.02,0.94,1439.96,1036.49,2.8,1.86,17.54,2.77,2.79,5.53,6.48,18.43
47065003451,47,065,003451,194,877,22,7,3,1,2,0,0,217,844,1,1,6,2,4,2,3,14
47065003452,47,065,003452,75,239,6,2,2,2,0,0,1,100,218,0,0,2,2,2,2,0,1
47065003453,47,065,003453,127.2,175.83,5.02,0.01,1.01,1.01,0,0,1,150.21,156.76,1,0,1,0,1.01,0,0,4.01
47065003454,47,065,003454,587,843,28,3,1,5,0,1,1,662,776,1,0,8,4,2,3,1,8
47065003455,47,065,003455,1043.11,190.66,19.03,0.02,0,0.04,0,1,0.02,1048.94,172.67,4.03,0,1.02,1.99,1.02,2.02,1.04,1.99
47065003456,47,065,003456,1544.79,1302.57,45.97,7.12,7.18,10.27,1.66,0.01,1.58,1717.82,1133.8,1.58,0.82,8.06,3.18,1.59,3.16,1.76,16.66
47065003457,47,065,003457,1063.41,943.83,20.71,3.11,13.02,4.16,0.03,0.99,0.03,1192.63,817.68,1.02,2.99,11.06,1.05,3,0.06,2.01,15.19
47065003458,47,065,003458,1371.37,431.29,21.72,3.05,2.14,3.09,1,0,1,1383.87,407.29,2.14,1.05,10.09,4.05,2.05,0.05,2.09,2.18
47065003459,47,065,003459,2326,765,18,1,4,2,0,0,1,2383,678,3,2,5,3,1,1,2,5
47065003460,47,065,003460,2491.58,698.53,34.88,2.02,8.86,4.04,0.02,0,1.02,2479.72,657.7,3.05,1.98,11.98,2.02,4.96,3.96,9.94,12.83
47065003461,47,065,003461,1465.48,407.62,18.11,2.05,0.07,1.99,0.95,0.02,0.02,1466.1,378.87,1.98,0.05,9.93,2.08,0.96,0.06,2.05,5.87
47065003462,47,065,003462,427.08,161.06,8.36,0.07,0.04,1.03,0,0.01,0.01,435.28,145.73,0.04,0.02,3.15,1.07,0.99,1.01,0.07,0.07
47065003463,47,065,003463,416.75,940.08,25.31,1.93,7.69,1.95,1.94,1.9,0.95,481.69,894.46,0.99,0,7.71,3.92,0.96,0.96,2.89,20.34
47065003464,47,065,003464,24.13,31.88,2.58,0,0,0,0,0,0,22.4,31.02,0,0,0,0,0,0,0,0
47065003465,47,065,003465,1098.76,1486.72,30.46,6.31,7.43,5.23,1,3.09,3.13,1230.24,1355.57,3.13,1.14,10.67,1.03,0.14,3.21,3.37,17.66
47065003466,47,065,003466,79.72,85.17,1.49,0.42,0.21,0.21,0.07,0,0.14,81.21,79.37,0.14,0.21,0.99,0.28,0.35,0.21,0.28,0.85
47065003467,47,065,003467,405.2,325.44,14.17,0.9,1.72,0.87,1.01,0.85,0.86,413.45,305.37,0.02,0.87,6.35,2.73,1.73,1.72,1.88,3.79
47065003468,47,065,003468,978.43,379.27,17.28,0.96,0,0,0,0.96,1.92,999.55,339.9,0,0.96,4.8,2.88,2.88,1.92,0.96,0.96
47065003469,47,065,003469,1075.07,1156.4,21.34,5.68,3.07,2.92,0.92,0.15,2,1095.33,1078.26,1.84,2.92,13.66,3.99,4.91,3.07,3.84,11.36
47065003470,47,065,003470,130,155,2,1,0,0,0,0,0,132,142,1,0,1,0,0,1,0,3
47065003471,47,065,003471,254.06,162.32,6.29,1.04,1.05,0.08,0.01,0,0.01,260.36,150.08,0.02,1,3.06,2.01,0.02,1.01,0.02,2.11
47065003472,47,065,003472,727.45,445.55,12.32,2.84,0.96,2.84,0,0,0,781.5,393.39,0.95,0.95,5.69,1.89,0,0,0,3.8
47065003473,47,065,003473,1754.02,1100.87,32.95,5.81,7.75,4.85,0,0,0,1830.58,1018.49,0,2.91,10.66,3.88,4.85,1.94,3.88,12.6
47065003474,47,065,003474,1767,952,34,6,3,4,1,2,0,1828,892,3,1,11,2,2,2,2,9
47065003475,47,065,003475,772.98,434.13,14.05,1.19,1.25,0.15,1,0,2,800.42,399.51,0,1.09,4.34,1.12,0.15,2.06,0.12,0.4
47065003476,47,065,003476,113.32,1303.71,8.87,0.99,7.88,1.97,0,0,0,117.27,1264.3,2.96,0.99,3.94,0.99,3.94,3.94,4.93,3.94
47065003477,47,065,003477,31.68,82.29,0.13,1.01,1.12,0.03,0,0,0,31.73,80.7,0.04,0.01,1.06,0.01,0.06,0.06,1.07,0.06
47067000001,47,067,000001,466.95,85.13,0.09,0,0,0.09,0,0,0,426.62,73.33,0.98,0,2.06,0.09,0,0,1.16,0.98
47067000002,47,067,000002,379.99,41.96,0.06,0,0,1.01,0,0,0,347.06,35.18,0.97,1.01,0.16,0,0.06,0.06,0.02,0.02
47067000003,47,067,000003,343.68,54.14,0.94,0,0,0.98,0,0,0,314.18,40.77,0.04,0.98,1.87,0,0.94,0.94,0,0
47067000004,47,067,000004,303.48,37.05,0,0,1,0,0,0,0,276.44,28.04,1,2,3,0,1,0,0,2
47067000005,47,067,000005,289,35,2,0,0,1,0,0,0,271,33,0,1,1,0,0,0,0,0
47067000006,47,067,000006,199.74,42.94,0,0,0,1,0,0,0,164.79,34.96,1,3,0,1,0,0,1,1
47067000007,47,067,000007,389.1,65.77,0.91,0,0,0.92,0,0,0,358.86,55.72,0.01,0.01,0.91,0.91,0,0,1.82,0
47069003601,47,069,003601,503.93,704.76,4,0,1,1.02,4,3,1,463.91,601.8,6.99,5,5,3,5,2,9,4
47069003602,47,069,003602,497.66,362.45,3.83,1.14,0.28,2.41,0,1.14,0.28,464.91,288.44,5.55,3.41,3.83,3.41,3.1,2.97,4.82,3
47069003603,47,069,003603,177.3,410.46,5.17,0.86,1.72,2.59,0,0.86,1.72,166.06,347.48,3.45,2.59,5.17,2.59,6.89,6.03,5.17,0
47069003604,47,069,003604,958.04,1225.09,6,1,4,7,2,0,1,909.04,983.08,10,8,9,5,7,8,20,2
47069003605,47,069,003605,1086,190,5,1,1,6,0,0,0,1030,149,2,2,2,0,1,1,7,2
47069003606,47,069,003606,373,53,1,0,0,0,0,0,0,336,45,0,1,1,0,1,0,0,3
47069003607,47,069,003607,427.4,72.04,3.07,0.07,0.07,0.57,0.07,0,0,402.4,61.83,2.14,0.07,4.07,2.07,0.07,1.14,6.36,0.14
47069003608,47,069,003608,464,203,3,1,0,0,0,0,1,437,164,4,2,1,1,1,4,4,1
47069003609,47,069,003609,356,46,1,0,0,4,0,0,0,328,35,2,0,0,0,1,0,3,0
47069003610,47,069,003610,239.67,287.2,0.93,0.93,0.93,7.41,0.93,0,0,213.68,245.38,1.86,0.93,0.93,0.93,0.93,1.86,4.64,1.86
47069003611,47,069,003611,235,19,2,0,0,0,1,0,0,216,18,1,0,1,0,1,0,2,0
47069003612,47,069,003612,254,112,2,0,0,0,0,0,0,240,99,0,0,3,0,0,0,0,0
47069003613,47,069,003613,188,495,3,2,4,4,3,1,2,170,414,4,2,5,2,6,7,7,4
47071003701,47,071,003701,198.46,23.31,0.58,0,0.77,0.77,0.39,0.39,0,189.02,19.85,0.77,0.58,0.96,1.54,0,0.19,0.77,0.77
47071003702,47,071,003702,276.19,52.3,1.91,0.64,1.28,0.96,1.28,0.32,0,264.07,47.84,1.28,0,1.59,1.59,0.32,0,1.28,0.96
47071003703,47,071,003703,594,134,4,0,5,0,2,0,0,559,118,2,2,6,3,5,1,1,2
47071003704,47,071,003704,786.61,209.9,9,0,10,3,2,4,2,750.63,208.9,1,4,8,5,1,1,1,1
47071003705,47,071,003705,1165.64,298.91,4,1,6,2,1,1,0,1130.65,261.94,5,2,6,3,2,2,2,2
47071003706,47,071,003706,389,64,4,0,7,2,0,0,1,379,56,2,0,1,4,0,0,1,1
47071003707,47,071,003707,589.81,111.7,4.09,1.36,2.72,2.04,2.72,0.68,0,563.93,102.16,2.72,0,3.41,3.41,0.68,0,2.72,2.04
47071003708,47,071,003708,832.13,97.87,2.43,0,3.24,3.22,1.62,1.61,0,792.61,83.32,3.23,2.42,4.04,6.47,0,0.81,3.23,3.23
47071003709,47,071,003709,382.66,69.76,0,0,1,1.99,1.99,0,1,361.73,66.77,1,1.99,1,1.99,0,0,0,0
47071003710,47,071,003710,682.27,107.22,5.41,0.01,5.43,2.04,2.03,1.36,0,670.72,94.32,2.04,3.38,2.72,4.76,1.35,0,2.71,1.36
47071003711,47,071,003711,246.08,24.2,2,0,5,0,4,0,0,238.02,25.15,0,1,1.01,2.01,0,0,1,0
47071003712,47,071,003712,443,48,1,0,1,2,1,0,1,433,46,2,0,1,2,1,0,1,1
47071003713,47,071,003713,242.43,40.36,0.97,0.39,1.55,0.2,0.58,0,0,237.17,35.7,0.78,0.78,0.97,2.14,0.39,0.19,0.39,0.39
47071003714,47,071,003714,1004.1,167.35,4.02,1.61,6.44,0.8,2.41,0,0,982.38,148.04,3.22,3.22,4.02,8.85,1.61,0.8,1.61,1.61
47071003715,47,071,003715,455.34,76.24,4,0,4,2.01,1.01,1,1,433.27,69.23,4,2.01,3,3.01,2,0,1,3
47071003716,47,071,003716,326.66,51.27,2.59,0,2.59,0.97,0.97,0.65,0,321.12,45.1,0.97,1.62,1.3,2.27,0.65,0,1.3,0.65
47071003717,47,071,003717,620.07,107.92,2,0.99,5.98,2.99,1,1,0,607.08,93.93,2.99,1.01,3.99,5.98,0,0,2,1
47071003718,47,071,003718,324.05,90.46,0,0,0.99,0.99,1.99,0.99,0.99,307.15,76.54,0.99,1.99,3.98,1.99,0,0.99,3.98,1.99
47073003801,47,073,003801,1028.12,154.08,11.08,4.01,1.01,1.01,1,0,1,943.82,137.97,3.01,4.01,5.02,4.01,4,5,5.03,4.01
47073003802,47,073,003802,382.92,70.39,1.13,0,0.99,1.98,0,0,0,359.97,61.91,0.99,0,3.11,1.98,1.13,0.99,4.24,0
47073003803,47,073,003803,578.98,113.44,2.06,0.05,0.1,3.33,0.02,0.05,0.83,535.35,105.82,0.11,1.77,5.97,0.84,0.1,0.07,1.8,2.52
47073003805,47,073,003805,222.39,42.96,0.84,0,0,0,0,0,0,203.04,39.58,0,0,0.85,0,0.84,0,1.69,0
47073003806,47,073,003806,157.74,15.3,0.03,0,0,1,0,0,0,147.16,13.2,0,0,0.03,0,0.03,1,0.05,0
47073003808,47,073,003808,1633.81,289.86,16.88,1,0.06,3.93,0.03,0,1.97,1513.59,262.43,2.96,2.96,3.24,3.03,1.09,2,6.87,4.93
47073003809,47,073,003809,2131.36,520.73,24.29,6.01,6.99,3.07,1,2,0.04,2022.18,466.3,4.05,5.05,15.04,4.05,6.01,3.03,5.13,6.09
47073003811,47,073,003811,871.81,153.41,8.16,0.03,0.04,2.03,1.96,0.02,0.03,804.89,137.1,1.05,3.01,2.1,2,4.92,0.05,5.02,2.04
47073003812,47,073,003812,611.85,70.3,11.27,0.07,1.07,2.1,0,0,2,584.36,70.33,1.03,0,3.3,1.07,0,1.1,3.2,1.07
47073003813,47,073,003813,838.63,132.67,3.87,0,0.97,0.97,0,0,0,762.12,123.95,0.97,1.94,0.97,1.94,0,0.97,1.94,2.91
47073003814,47,073,003814,2531.99,531.08,40.89,4.93,5.95,6.12,0,1.97,0.99,2385.62,477.27,6.12,7.13,12.12,4.99,1.07,1.19,16.09,5.19
47073003816,47,073,003816,1091.59,151.41,9.42,0.05,1.06,0.06,2,1.02,1.01,1016.11,141.86,1.06,3.07,3.12,0.05,4.01,5.01,5.16,0.05
47073003817,47,073,003817,1008.83,172.6,7.38,1.85,1.85,2.77,0,0,0,968.22,145.83,0.92,0,8.31,1.85,0,2.77,5.54,1.85
47073003818,47,073,003818,287.06,52.01,1,1,0,0,1,0,0,259.05,51,0,0,1,1,1,0,2,1
47073003819,47,073,003819,341.59,50.45,4.02,0,1,0.01,0.01,0,0,320.39,45.4,1,0.01,2.01,0.01,0.02,0,1.02,0.01
47073003820,47,073,003820,561.69,88.76,3.73,0.01,0.01,1.84,0,0,0,530.32,74.94,1.84,1.84,2.77,0.01,0.92,1.83,2.77,1.84
47073003823,47,073,003823,765,122,8,0,2,1,0,0,0,708,110,0,6,3,3,0,4,5,1
47073003824,47,073,003824,867.02,384.11,13.63,0.98,1.95,1.95,0.97,0,0.97,859.96,312.29,1.95,1.95,10.69,3.88,3.88,1.95,2.93,2.92
47073003825,47,073,003825,2688.06,639.29,26.64,2.95,5.88,5.92,1.03,2.94,0.98,2497.53,570.36,6.87,8.88,18.66,2.01,6,3.92,10.88,5.92
