GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREIBLA,G20PREIKEN,G20PREILAR,G20PREIFUE,G20USSRHAG,G20USSDBRA,G20USSIHOO,G20USSISTA,G20USSIMCL,G20USSIJAM,G20USSIHIL,G20USSIGRU,G20USSIHEN,G20USSIFAP
47093004834,47,093,004834,412.21,988.19,13.72,8.03,4.98,4.05,1.01,0.04,1.01,471.25,914.33,2.03,2.03,4.17,1.06,4.97,0,2,5.32
47093004835,47,093,004835,2834.88,2243.03,59.62,6.22,8.13,8.12,2.02,0.01,3.03,3039.75,2021.44,1.06,5.07,21.21,6.07,5.15,4.01,3.07,10.27
47093004836,47,093,004836,1317,1042,33,2,5,2,0,3,3,1513,868,0,2,6,1,4,1,0,7
47093004837,47,093,004837,1998.83,2750.01,69.37,10.9,5.95,7.93,0.99,0.99,1.98,2141.54,2532.98,2.97,5.95,24.77,8.92,8.92,2.97,4.95,30.72
47093004838,47,093,004838,1420.89,1616.35,39.02,15.17,10.43,5.7,2.84,2.84,0.95,1510.28,1521.03,2.85,1.91,7.65,2.87,3.81,1.9,0.96,11.45
47093004839,47,093,004839,2187,1455,40,6,11,4,0,0,0,2284,1330,0,0,17,1,4,4,2,14
47093004840,47,093,004840,1947.36,1570.23,46.32,4.05,7.05,8.03,0,2,2.02,2016.18,1444.21,3.02,4.01,15.13,1.02,8.01,2.01,4.04,13.11
47093004841,47,093,004841,3799.64,1969.19,65.69,5.14,13.11,4.1,1.03,0.03,8.06,4022.57,1719.75,1.05,3.03,21.24,6.08,7.08,1.05,3.05,18.29
47093004842,47,093,004842,4451.55,2499.19,70.03,12.93,10.99,9.97,3.01,3,5.97,4649.52,2252.29,4.97,3.06,24.05,7.98,8.01,4.99,4.97,28.02
47093004844,47,093,004844,2236.86,1051.61,34.41,4.17,7.21,3.04,4.24,2.19,0,2314.83,923.41,1.19,1.13,17.73,5.16,3.25,2.05,1.19,12.17
47093004845,47,093,004845,1508.11,986.07,46,2,2,4,1,1,1,1558.12,918.06,1,4,9,4,2,4,4,12
47093004846,47,093,004846,2731.88,1577.78,69.53,4.19,8.22,8.23,5.01,1.07,2.04,2880.7,1416.91,2.15,5.08,22.57,4.09,4.09,3.07,7.11,8.68
47093004847,47,093,004847,2663.48,1942.32,69.47,8.81,9.78,10.76,0,2.94,1.96,2790.68,1769.13,6.85,3.91,25.44,3.91,3.91,2.94,4.89,31.31
47093004848,47,093,004848,3415.12,1398.66,58.05,9.02,6.97,10.06,2.02,1.98,0.99,3444.39,1286.4,0.03,5.06,30.03,3.01,5.04,1.01,6.99,14.15
47093004849,47,093,004849,1847.71,659.91,36.08,5.01,3.01,1.01,1,0,0,1886.75,599.76,1,4.01,12.04,1,3.01,1,2.01,11.02
47093004850,47,093,004850,1849.9,1596.67,43.2,6.16,6.1,4.24,0.12,0.17,3.02,1954.39,1466.36,2.15,1.11,17.38,2.09,1.34,1.16,5.06,14.65
47093004851,47,093,004851,645.74,904.04,43.36,3.77,2.83,4.71,1.89,2.83,0.94,673.08,874.82,2.83,1.89,9.43,1.89,5.66,2.83,1.89,13.2
47093004852,47,093,004852,2396.64,2124.8,84.95,8.99,4,9.99,4,3,4,2512.58,1984.88,1,5,17.99,4,8.99,3,7,25.99
47093004853,47,093,004853,1648.68,1370.69,45.21,5.86,12.59,8.32,1.16,1.16,1.05,1715.75,1287.29,2.16,2.11,20.43,4.16,3.22,1.11,2.05,8.65
47093004854,47,093,004854,2240.01,2110.01,73,8,11,6,4,5,0,2311.01,1987.01,3,4,19,5,9,8,4,19
47093004855,47,093,004855,1351.17,1281.43,32.87,5.96,2.02,8.92,1.98,0.01,0.01,1381.86,1208.84,1.97,5.94,16.93,1.99,4.95,0.99,3,15.83
47093004856,47,093,004856,773,719,25,3,1,2,0,1,4,797,683,4,0,9,2,7,1,1,5
47093004857,47,093,004857,770,818,29,4,8,5,2,1,3,794,781,1,3,12,1,3,3,13,12
47093004858,47,093,004858,166.58,253.85,10.69,3.89,0.05,0.02,0.95,0.98,0,172.98,244,0.02,0.05,1.07,0.05,0.07,0.05,2.91,7.71
47093004859,47,093,004859,336.19,352.7,7.77,2.91,1.94,0.97,0,0.97,0,324.53,340.07,0.97,1.94,4.86,1.94,2.91,1.94,1.94,2.91
47093004860,47,093,004860,234.24,463.45,9.54,1.2,3.01,1,0.05,0.05,0,236.5,446.93,0,0.01,3.07,0.01,3.01,3.01,0.15,3.38
47093004861,47,093,004861,64.23,437.3,2.01,3,3,0,1,0,0,66.24,412.28,1,1,2.01,0,1,0,2,1.01
47093004862,47,093,004862,295,896,32,9,7,2,1,7,0,323,884,2,1,3,2,1,0,3,14
47093004863,47,093,004863,156.77,205.7,6.99,1,2,0,0,0,0,159.76,186.72,2,0,5.99,0,1,2,2,3.99
47093004864,47,093,004864,476.1,1239.66,25.37,3.08,6.04,3.03,3.01,0.03,2.02,525.35,1156.24,3.03,1.03,11.11,4.05,2.02,1.01,4.02,12.13
47093004865,47,093,004865,129.62,1231.38,10.97,2.99,6.98,2.99,0,0,1,144.57,1144.63,1.99,2.99,6.98,5.98,6.98,4.99,2.99,3.99
47093004867,47,093,004867,167,997,20,2,5,2,0,3,0,171,970,1,0,6,5,2,3,2,8
47093004868,47,093,004868,239.62,794.64,11.99,2,6,3,1,0,0,234.67,776.49,1,5.99,3.01,2.01,2.01,3,0.01,3
47093004870,47,093,004870,491.71,810.71,13.43,3.13,0.2,3.07,1,0,3.03,519.44,769.72,1.1,2,8.2,0,2.07,2.03,0,6.07
47093004871,47,093,004871,259,1261,10,2,9,3,0,0,0,250,1210,2,2,9,2,2,0,1,9
47093004872,47,093,004872,628,762,17,9,2,2,1,2,1,650,730,1,4,4,2,1,0,2,5
47093004873,47,093,004873,40,504,0,0,7,0,0,1,0,39,477,1,1,6,0,1,0,2,0
47093004875,47,093,004875,253,1247,16,8,7,2,0,1,0,273,1212,2,1,6,0,1,3,3,8
47093004876,47,093,004876,407.47,854.04,13.34,6.19,2.06,2,1.03,1,1.03,425.38,819.07,2.09,1.03,3.28,1.03,4,1.09,3.03,6.13
47093004877,47,093,004877,321.06,675.77,10.57,5.77,1.92,0,0.96,0,0.96,318.18,645.97,2.88,0.96,8.65,0.96,0,2.88,0.96,3.85
47093004879,47,093,004879,2061.47,2043.86,70.22,8.03,7.04,7.02,3,4,2.01,2130.46,1928.55,7.03,4.02,29.1,4.03,11.02,4.01,3.01,20.06
47093004880,47,093,004880,1003.84,1063.32,33.76,4.96,5.96,2.98,0,0,0.99,1002.85,1016.65,4.96,2.98,14.89,4.96,2.98,0.99,1.99,9.93
47093004881,47,093,004881,1269.07,1031.52,36.22,6.47,6.19,6.18,1.24,0,0.25,1306.31,965.67,1.5,0.25,7.25,2.24,3.72,0.49,2.49,10.89
47093004882,47,093,004882,512,654,19,5,5,3,0,0,1,541,627,1,3,4,3,2,2,0,4
47093004883,47,093,004883,1272,2100,42,6,14,7,1,2,2,1326,2004,7,3,21,5,7,2,9,12
47093004884,47,093,004884,856,889,29,4,5,4,3,1,0,869,844,2,2,12,1,9,2,1,2
47093004885,47,093,004885,1347.63,797.49,23.51,1.61,3.93,3.9,0.8,0,0.78,1402.83,715.32,1.56,0.8,3.96,0.81,2.31,1.56,1.55,6.24
47093004886,47,093,004886,5332.09,1870.56,80.84,10.98,8.98,6.99,1,2,3,5377,1696.91,9.98,4.99,32.93,3,7.99,2.99,9.98,11.98
47093004887,47,093,004887,3543.62,1223.52,41.98,3,5,5,1,1,7,3570.6,1094.57,1,4,23.99,6,8,1,6,11
47093004888,47,093,004888,2564.22,1133.08,41,8,6,6,2,2,1,2599.22,1061.08,4,2,19,2,4,1,4,6
47093004890,47,093,004890,1132.73,289.01,20.84,1.13,1.15,1.14,0.98,0,1.17,1141.15,263.79,1.02,1.13,9.14,1.99,0.06,0.11,0,3.23
47093004891,47,093,004891,1849.32,531.23,25.66,2.85,2.85,2.85,0,0,3.8,1877.83,478.01,0.95,2.85,7.6,0.95,0.95,1.9,0,5.7
47093004892,47,093,004892,3995.92,1512.94,75.85,8.98,18.96,10.98,3.99,0,2.99,4074.76,1417.14,2.99,4.99,18.96,1,6.99,4.99,2,16.97
47093004893,47,093,004893,8.73,8.73,0,0,0,0,0,0,0,7.76,8.73,0,0,0,0,0,0,0,0
47093004894,47,093,004894,128.92,315.12,7.04,2.02,0.01,3.01,0,0.01,1,125.97,296.95,0.01,2.01,6.04,1.01,0.02,0,1.01,7.01
47093004895,47,093,004895,353.81,78.74,2.65,0.03,1.03,1.03,0.03,0,0.03,349.04,70.99,0.03,0.03,3.29,0.07,0,1,0,1.1
47093004896,47,093,004896,3312.49,2155.98,67.37,5.95,8.92,6.93,3.95,2.97,2.98,3492.79,1936.04,1.98,7.91,26.75,5.94,7.91,3.96,2,27.73
47093004897,47,093,004897,1820,1495,43,3,5,3,4,0,3,1941,1360,1,1,10,3,1,0,1,10
47095004951,47,095,004951,114,19,1,0,0,0,0,0,0,106,22,0,0,0,0,0,0,2,1
47095004952,47,095,004952,665,297,3,0,2,0,0,1,0,620,273,9,1,4,2,3,5,7,2
47095004953,47,095,004953,713,210,5,0,3,1,0,0,0,635,198,10,4,4,0,1,4,6,1
47097005051,47,097,005051,1050.18,261.82,6.79,0.97,0.97,0.97,0,0,0,1022.06,225.94,3.88,2.91,5.82,1.94,0.97,2.91,2.91,0.97
47097005052,47,097,005052,414,198,3,0,0,1,1,0,0,400,161,5,0,1,6,1,5,7,1
47097005053,47,097,005053,656,80,1,0,1,0,0,0,0,630,62,0,1,2,0,0,1,2,1
47097005054,47,097,005054,678,459,11,2,3,2,0,0,0,665,384,7,3,6,2,5,3,6,3
47097005056,47,097,005056,195,619,7,4,4,1,1,1,1,204,529,5,3,7,5,4,4,8,4
47097005057,47,097,005057,646,579,2,1,2,1,2,0,0,634,477,7,3,5,1,2,1,4,6
47097005058,47,097,005058,362,150,2,0,1,0,0,0,0,349,128,0,0,0,1,2,0,4,1
47097005060,47,097,005060,373,61,1,0,0,0,0,0,0,357,48,0,1,0,0,0,2,2,0
47097005063,47,097,005063,1013.91,383.03,9.99,1,1,1,2,0,1,1009.89,324.08,5.99,2,5,1,2.99,1,8.99,2.99
47097005064,47,097,005064,249.44,388.46,4.93,1.97,4.93,1.97,0.99,0,0.99,246.49,322.4,0.99,0,0.99,0.99,4.93,2.96,2.96,4.93
47099005151,47,099,005151,829.59,261.4,7.01,2,2,2.01,1,0,0,770.51,220.33,5.01,0.01,6.01,2,1,0,11.01,4
47099005152,47,099,005152,992.84,126.18,2.01,1,1,0,0,0,0,905.79,107.15,1.01,0,1,3.01,0,1,8.01,0.01
47099005153,47,099,005153,528.26,105.46,0.99,0,0,0,0,0,0,483.91,92.64,2.96,0.99,0.99,0,0,0.99,2.96,0.99
47099005154,47,099,005154,430,156,5,0,1,0,0,0,0,409,131,2,1,1,2,0,0,3,1
47099005155,47,099,005155,584.71,100.61,5.98,1,0,0,0,1,0,543.87,92.64,1.99,1,3.98,1.99,0,0,5.98,1.99
47099005156,47,099,005156,486.74,101.62,1.19,0.01,0.01,1.07,1.01,0,0,444.32,99.31,3.04,1.02,0.04,1.04,0.02,0.01,2.13,1.06
47099005157,47,099,005157,1000.29,235.39,7.02,1,0,0,0,0,1,963.13,188.36,4.01,1,4.02,4.01,1,1,7.02,1.01
47099005158,47,099,005158,1139,203,3,0,0,2,1,1,0,1058,175,5,2,2,2,1,0,5,2
47099005159,47,099,005159,444,100,3,0,0,0,0,0,0,396,89,1,1,3,0,1,0,3,0
47099005160,47,099,005160,843,157,11,2,0,2,0,0,1,800,141,1,0,4,1,0,3,5,7
47099005161,47,099,005161,906.06,176.01,13,1,1,1,0,1,0,858.06,172.01,3,1,1,1,1,0,4,2
47099005162,47,099,005162,507.94,65.99,6,1,0,3,1,0,0,476.94,62.99,4,1,2,1,3,1,7,2
47099005163,47,099,005163,974.65,137.68,4.95,0.99,0.99,1.98,0.99,0,0,903.34,127.77,3.96,1.98,1.98,1.98,0,0.99,7.92,0.99
47099005164,47,099,005164,616.09,151.29,2.97,0,1.98,0.99,0,0,0,574.56,117.67,3.95,0.99,2.97,0,0,0.99,7.91,0.99
47099005165,47,099,005165,983.26,176,6.88,0.98,0,1.97,0,0.98,0,936.06,144.54,4.92,0.98,4.92,0,2.95,0,6.88,0
47099005166,47,099,005166,464.39,165.4,3.09,3.01,2,2.03,0,0.01,0,418.75,140.97,4.07,0.01,2.07,3,1.04,0,6.09,4
47099005167,47,099,005167,706,175,6,2,2,1,1,0,0,644,145,3,5,5,0,0,3,4,1
47099005168,47,099,005168,745,190,5,1,3,1,0,0,0,688,166,5,3,2,2,2,4,6,4
47099005169,47,099,005169,336.16,69.82,1.99,0,0,0,0,0,0,314.21,60.85,2.99,1,0,1.99,0,0,1.99,1.99
47099005170,47,099,005170,410.56,104.11,2.95,0,0,1.96,0,0,0,388.95,85.45,1.96,1.96,1.96,0,0,0.98,1.97,0
47099005171,47,099,005171,295.54,52.44,4.04,0,0,1.03,0,0,0,266.27,51.17,1.03,2.03,0.03,0,0,3.01,5.02,0
47099005172,47,099,005172,293.92,51.75,5.86,0,0,1.95,0,0,0,264.62,42.96,0,0,0.98,0.98,0.98,0,1.95,1.95
47099005173,47,099,005173,510.91,100.71,5.03,1,0.02,2.01,0,1,0,478.44,85.33,1.05,1.01,5.03,1,3,1.01,5.09,2.01
47099005174,47,099,005174,297.35,30.6,2.02,0,0,0.01,0,0,0,276.19,27.49,0.02,0,1.02,2,0.01,0,2.02,0
47101005251,47,101,005251,502.31,93.27,3.89,0.97,2.91,0.97,2.91,0.97,0,478.99,88.41,0,0,2.91,0,0.97,0,5.83,0.97
47101005252,47,101,005252,523.42,122.26,2.05,0.05,0,0,3,0,0,508.71,106.89,1.03,2.03,2.08,2,0.05,3.05,4,2
47101005253,47,101,005253,535.38,103.11,2.97,1.98,0,0.99,0,0,0,504.64,95.18,0.99,0.99,0.99,1.98,0.99,0.99,2.97,1.98
47101005254,47,101,005254,516,262,7,2,3,0,0,0,0,490,249,1,0,5,1,1,3,2,6
47101005255,47,101,005255,591,118,2,1,3,1,0,0,0,554,114,0,0,4,1,4,2,5,1
47101005256,47,101,005256,452.91,100.98,1,0,2,0,0,0,0,420.91,89.98,0,2,2,0,1,0,3,0
47101005257,47,101,005257,526.93,82.55,1.92,1.92,0,0,0,0,0,501.01,69.11,0.96,0.96,2.88,0,1.92,1.92,0,0
47101005258,47,101,005258,451.96,84.99,6,0,3,1,1,1,0,431.96,78.99,2,1,2,0,0,1,3,1
47101005259,47,101,005259,354.69,101.2,0.03,0.03,1,0,0,0,0,325.31,94.01,0.01,1.01,2.04,1,0.03,2.03,2,1
47103000001,47,103,000001,274,308,4,0,14,0,3,5,3,272,276,4,5,13,8,0,3,1,2
47103000002,47,103,000002,352.99,64.09,2.87,0,0.96,0.96,0.96,0.96,0,349.16,56.44,0.96,0.96,1.91,0,0,0.96,2.87,0
47103000003,47,103,000003,796,125,11,4,12,2,5,1,4,791,117,3,1,3,9,2,0,2,1
47103000004,47,103,000004,662.94,132.62,6.87,1.97,8.84,1.96,1.97,0,0,641.35,122.78,3.92,1.97,4.91,6.88,0.01,0,0.98,0
47103000005,47,103,000005,681.78,140.69,5.9,0,8.85,2.95,1.97,0,0,678.83,122.98,1.97,0.98,3.94,4.92,0,0.98,2.95,2.95
47103000006,47,103,000006,273,62,1,0,1,1,1,1,1,266,58,0,2,0,2,1,1,1,0
47103000007,47,103,000007,1061.91,367.99,11.01,1.01,14.02,3.01,3.01,1.01,1,1050.77,326.83,3.01,1.01,7.02,6.05,3.02,4.01,2.01,2
47103000008,47,103,000008,759.11,105.35,7.88,0.98,5.91,0.98,0.98,0,0.98,724.65,97.47,1.97,0.98,4.92,3.94,2.95,2.95,3.94,0
47103000009,47,103,000009,770,159,13,0,10,4,3,0,3,759,154,2,4,1,6,2,1,1,2
47103000010,47,103,000010,438.55,107.15,1.1,2,6.14,1.05,2.03,1,1,436.51,88.89,0.03,2.01,0.06,5.07,3.99,0.02,2.05,0.05
47103000011,47,103,000011,490.07,85.96,4.14,1.01,3.12,1.02,1.01,0.01,1.01,464.47,83.81,2.03,1.02,1.09,6.07,1.05,1.04,4.06,0.01
47103000012,47,103,000012,848.78,171.83,6.01,3.01,6.02,3.01,3.01,1.01,1,836.69,158.71,2.01,2.01,6.02,4.03,2.02,1.01,2.01,2
47103000013,47,103,000013,1323,193,8,0,8,2,6,0,1,1282,178,7,0,4,10,3,2,4,2
47103000014,47,103,000014,855,178,11,2,11,2,3,1,1,832,162,2,0,6,6,2,1,0,4
47103000015,47,103,000015,421.73,83.55,7.13,0.04,5.17,0.04,1.04,0,1,414.31,79.36,0.08,2.04,5.09,0.13,0,1,3.02,1
47103000016,47,103,000016,321.85,80.4,2.01,1,6.01,1,0,1,0,323.81,72.34,2,1,1.01,1.02,2.01,0,0,0
47103000017,47,103,000017,449,78,3,1,7,1,1,0,1,438,66,3,0,2,4,0,0,0,3
47103000018,47,103,000018,574.03,267.88,3.98,2.97,6.95,1.98,1.98,1.98,0.99,543.28,227.23,2.98,2.97,4.96,10.91,4.96,1.99,1.99,0.99
47103000019,47,103,000019,456,122,8,0,9,2,0,0,0,448,113,2,1,6,3,4,0,2,2
47103000020,47,103,000020,458,84,8,2,3,1,1,0,2,454,81,1,2,3,0,2,0,1,1
47105005451,47,105,005451,420.4,61.71,4.17,0.01,1.15,2.04,0,1.01,0,413.22,56.38,2.06,0.05,2.1,2.09,1.04,0,0.07,1
47105005452,47,105,005452,1180.44,325.9,15.03,0.97,12.69,3.67,0.12,0.96,0.01,1165.3,297.35,5.4,4.49,9.36,8.15,3.6,0.08,6.32,0.07
47105005453,47,105,005453,1448.91,519.98,19.74,3.03,20.63,10.15,5.96,1.05,0.99,1441.03,456.73,1.32,7.22,12.46,11.42,6.18,0.99,6.34,4.96
47105005454,47,105,005454,793,148,9,0,8,2,0,0,1,776,138,1,2,4,7,1,0,1,3
47105005455,47,105,005455,720.91,145.96,6.01,1.01,3.03,4.01,1.01,0,0,723.96,116.82,0.01,1.01,3.02,2.01,1,1,3.02,2
47105005456,47,105,005456,1279.67,278.99,8.08,8,13.01,4.01,3,1,2,1266.57,257.85,2.03,2,9.02,10.01,3.02,0,4.03,3.01
47105005457,47,105,005457,1247,286,14,4,6,0,7,2,3,1257,242,0,0,9,12,2,2,0,7
47105005458,47,105,005458,2495,791,32,2,11,6,7,3,4,2509,689,7,6,25,7,3,3,11,5
47105005459,47,105,005459,910.37,299.9,3.88,1.94,8.73,2.91,2.91,0.97,0,926.87,257.19,1.94,2.91,7.76,3.88,0.97,0,4.85,0.97
47105005460,47,105,005460,1886,710,39,6,20,3,4,7,1,1812,654,6,14,17,18,2,7,5,12
47105005461,47,105,005461,611.17,170.05,17,3,7,1,1,1,0,617.17,154.04,1,5,5,0,0,1,3,3
47105005462,47,105,005462,1826.83,507.95,26,3,13,3,10,6,0,1817.83,452.96,6,4,15,8,2,3,6,7
47105005463,47,105,005463,3003.45,914.43,52.04,5.01,15.97,9.98,7,5.99,1,3055.59,768.64,5.99,9.96,21.01,16,3.02,3.98,10,19.98
47105005464,47,105,005464,2166.72,991.14,15.11,6.05,19.24,17.08,5.08,2.03,2,2279.17,843.98,4.05,8.08,16.21,9.11,1.03,1,7.13,1.03
47105005465,47,105,005465,1684,789,9,5,21,7,1,0,1,1791,669,1,2,9,6,3,1,5,4
47107006051,47,107,006051,1464,323,11,3,0,1,0,0,2,1420,291,4,1,4,0,5,5,4,5
47107006052,47,107,006052,1615.75,466.1,19.02,0,1.01,4.01,1,0,1,1589.68,413.96,12.02,2,7.01,3,2.01,3.01,8.02,3.02
47107006053,47,107,006053,2400.8,424.56,17.03,2,2,5.99,0,1,1,2338.87,369.5,12.01,4,10,0,6,3,10.01,3
47107006054,47,107,006054,1112.09,442.52,9.79,0.98,3.92,4.89,0,0.98,0,1083.67,388.68,6.86,0.98,3.92,0.98,5.87,2.94,6.85,6.86
47107006055,47,107,006055,357.35,184.46,7.98,0,0,0.01,0,1,0,361.28,161.52,3.99,1,2,0,2,1,2.99,1
47107006056,47,107,006056,583.46,275.31,1.98,4.95,0.99,1.98,0,0.99,0,555.74,243.62,5.94,0.99,1.98,0,0.99,5.94,8.91,2.97
47107006057,47,107,006057,1577.54,340.69,9.02,1.05,4.01,3.02,0,0.01,0,1552.26,297.38,3.06,0.01,2.02,1,4.01,4.06,5.09,3.03
47107006058,47,107,006058,1251.17,205.65,12.49,1.92,1.92,3.84,0,0,0.96,1222.34,182.58,7.69,2.88,0.96,0.96,4.8,2.88,2.88,3.84
47107006059,47,107,006059,1082.8,175.02,7.17,1.02,1.07,0.1,1,0.02,0,1054.35,157.03,4.12,0.02,1.07,0.02,2.11,2.05,3.12,6.11
47107006060,47,107,006060,2003,535,29,1,3,4,0,1,1,1975,487,10,4,3,0,9,4,6,7
47107006061,47,107,006061,1086.04,230.73,10.94,0,2.98,0,0,0,0,1049.24,221.78,3.98,0.99,2.98,0.99,4.97,0,4.97,5.97
47107006062,47,107,006062,519.69,125.77,9.25,0.06,1.14,1.97,0.04,0,1.01,509.84,119.35,1.03,1.39,2.21,0.06,1.11,1.97,2.03,1.11
47107006063,47,107,006063,895.96,108.27,5.06,1,0.02,0,0,0,0,875.76,102.22,5.02,0.01,1.02,0.01,4.03,2,2.03,0.03
47107006064,47,107,006064,1751,455,30,3,7,2,2,0,1,1707,415,16,3,7,4,1,5,8,5
47107006065,47,107,006065,479,67,3,2,0,0,0,0,0,464,55,5,0,0,1,4,0,3,1
47109006151,47,109,006151,1112,198,4,3,11,1,3,2,0,1073,170,6,1,11,17,3,1,3,4
47109006152,47,109,006152,539.57,86.33,2.94,0,6.87,3.92,0.98,0,0,529.76,77.5,1.96,1.96,0,2.94,0,1.96,0.98,1.96
47109006153,47,109,006153,586.9,244.96,1,0,9,0,0,2,1,561.9,224.96,2,3,8,7,1,1,7,3
47109006154,47,109,006154,353,49,3,1,5,2,2,2,0,345,44,2,0,2,4,0,0,1,1
47109006155,47,109,006155,434.51,74.6,5.13,0,2.28,0.57,1.71,0.57,0,419.71,67.2,1.14,0,1.71,2.85,0,1.14,2.85,2.28
47109006156,47,109,006156,1284.1,354.04,10,2,12,1,5,3,2,1247.1,323.04,7,2,10,11,1,0,0,8
47109006157,47,109,006157,1141.02,173.02,10,2,16,2,4,1,0,1112.02,166.02,3,3,4,14,2,2,6,2
47109006158,47,109,006158,544,127,1,0,8,1,1,1,1,525,115,4,1,3,7,1,1,2,2
47109006159,47,109,006159,387,51,3,3,2,1,1,0,0,377,46,0,1,3,0,0,1,0,0
47109006160,47,109,006160,351,46,1,1,3,0,2,0,0,345,42,1,3,0,3,0,0,1,0
47109006161,47,109,006161,236,52,1,0,2,0,1,1,0,230,45,1,0,2,1,0,0,0,0
47109006162,47,109,006162,293,62,2,0,1,2,2,0,0,290,51,0,0,1,2,0,0,1,2
47109006163,47,109,006163,438,54,3,0,2,2,0,0,0,421,53,1,1,3,4,1,0,1,0
47109006164,47,109,006164,349,57,2,1,3,2,1,0,1,341,49,2,2,2,4,0,0,4,1
47109006165,47,109,006165,122.98,84.98,0,0,2,1,3,1,0,121.98,82.98,0,0,1,2,0,0,1,1
47109006166,47,109,006166,338.92,58.07,3.93,0,1.85,0.51,1.31,0.43,0,327.54,52.3,0.9,0.04,1.29,2.21,0,0.9,2.17,1.76
47109006167,47,109,006167,582,171,3,2,6,2,4,1,0,572,155,3,1,4,5,1,0,1,6
47111005551,47,111,005551,585,134,2,2,1,1,0,0,0,555,108,6,1,2,2,0,2,2,2
47111005552,47,111,005552,892,121,7,1,0,4,0,0,0,830,102,4,0,3,2,2,2,2,2
47111005553,47,111,005553,875.38,108.31,1.99,0,0.99,0.99,0,0,0.99,817.75,88.43,2.98,3.97,2.98,0.99,1.99,1.99,1.99,0
47111005554,47,111,005554,864.76,141.31,7.96,1,0,1,0,0,1,789.13,121.4,1.99,1,1,2.99,1.99,1.99,1,1.99
47111005555,47,111,005555,763,148,3,1,0,1,0,0,0,720,130,2,1,3,2,1,0,2,1
47111005556,47,111,005556,718.92,96.51,0.98,0.98,0.98,2.95,0,0,0,670.66,75.83,6.89,1.97,3.94,1.97,0.98,0,3.94,0
47111005557,47,111,005557,936,168,8,1,2,2,0,0,0,883,147,7,0,3,1,1,2,1,3
47111005558,47,111,005558,981.98,129.24,2.03,2.02,0.02,1.05,1,0,1.01,898.84,105.78,3.13,1.06,5.08,0.04,2.03,2.01,5.07,2
47111005559,47,111,005559,860.24,129.69,6.04,0,3,0,1,0,1,793.87,119.6,1.01,1,2,1.01,1.01,2.01,5,1.01
47111005560,47,111,005560,618.72,130.94,4,1,1,1,1,0,0,563.74,105.95,3,2,4,1,1,1,2,3
47113005651,47,113,005651,264.25,662.13,10.31,1.07,6.05,0.34,1.07,1.2,1.2,276.04,598.17,5.19,3.13,4.33,3.2,4.19,1.34,5.26,6.39
47113005652,47,113,005652,66.93,872.77,4.65,0.93,0.93,4.65,0.93,2.79,2.79,78.09,789.12,2.79,1.86,4.65,2.79,2.79,4.65,3.72,5.58
47113005653,47,113,005653,25,678,0,2,0,4,0,3,0,21,624,1,1,9,1,5,2,1,0
47113005654,47,113,005654,73,759,2,2,9,3,3,1,0,75,705,7,0,6,4,3,2,5,3
47113005655,47,113,005655,664.38,1211.34,14.34,0,4.73,0.06,0.03,0.03,1.88,649.39,1140.74,2.88,0.99,5.76,6.59,1.96,1.88,7.58,3.85
47113005656,47,113,005656,116.54,469.08,2.12,1.03,1.03,1.99,2.96,0.98,0.03,104.53,425.33,3,1.03,7.92,1.99,1.01,0.98,3,1.01
47113005657,47,113,005657,713.44,462.57,9.85,2.96,2.96,2,1.04,0.02,1.96,698.48,423.44,3.98,2.96,5.06,2,1.98,0.02,3.98,1.98
47113005658,47,113,005658,187,580,3,1,2,1,1,0,0,190,536,2,3,3,1,0,2,1,0
47113005659,47,113,005659,271,97,2,0,0,0,0,0,0,263,86,3,0,2,0,0,0,0,1
47113005660,47,113,005660,723,167,6,0,0,0,0,0,3,720,145,1,0,3,3,1,0,2,2
47113005661,47,113,005661,260,104,3,0,1,2,0,0,0,262,96,2,1,0,0,0,0,0,0
47113005662,47,113,005662,407,119,3,0,0,1,1,0,0,405,96,1,3,2,2,0,1,2,1
47113005663,47,113,005663,720.29,209.37,3.98,0.02,1,0,1.98,0,0.01,704.46,180.64,3.96,0,3.98,0.01,2.96,1.97,3.96,2.98
47113005664,47,113,005664,469.19,212.67,8.01,0,1,2.01,0,1.01,0.01,461.23,195.41,2.01,2.01,3.01,0.01,1.01,0.01,2.01,1.02
47113005665,47,113,005665,673,100,6,1,0,1,0,0,0,659,95,2,1,2,0,0,1,1,2
47113005666,47,113,005666,490,99,2,1,0,0,0,0,0,484,91,1,1,2,0,0,0,1,0
47113005667,47,113,005667,725.05,371.85,8.69,0,1.27,1.95,0.97,0.97,0.12,726.03,333.35,2.13,2.01,4.25,0.42,3.04,0.12,2.43,3.16
47113005668,47,113,005668,1776.79,874.54,22.75,0.99,0.99,4.95,0,0.99,0,1772.83,794.41,5.94,0,12.86,5.94,0,0.99,7.91,4.95
47113005669,47,113,005669,1531.95,1147.77,24.6,4.85,2.97,2.98,1.96,1.95,1.97,1552.65,1037.84,3.96,2.95,9.84,3.96,1,1.95,3.07,6.93
47113005670,47,113,005670,1128,406,6,0,4,2,0,1,0,1130,369,5,1,5,2,1,3,2,2
47113005671,47,113,005671,328.54,941.82,2.99,1,5.97,1.99,1,0,1.99,323.57,862.18,1.99,1,11.95,3.98,1.99,0,2.99,1.99
