GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI
47037001876,47,037,001876,109.43,224.93,17.05,8.02,0,0,0,5.01
47037001877,47,037,001877,0,1.9,0,0,0,0,0,0
47037001878,47,037,001878,191,1081,51,19,7,2,5,32
47037001879,47,037,001879,119,619,22,11,1,2,4,5
47037001880,47,037,001880,117.01,688.09,30,14,2,1,1,5
47037001881,47,037,001881,385,1352,104,22,3,1,2,59
47037001882,47,037,001882,119,207,34,6,1,1,0,0
47037001883,47,037,001883,254.32,398.54,27.68,13.8,4.07,2.08,2,16.38
47037001884,47,037,001884,147,472,22,7,0,0,1,12
47037001885,47,037,001885,12,116,8,1,1,0,0,0
47037001886,47,037,001886,151.33,583.69,29.48,6.88,1.97,0,0.98,11.79
47037001887,47,037,001887,455,1858,138,23,2,2,2,48
47037001888,47,037,001888,370,1444,71,25,8,1,4,37
47037001889,47,037,001889,19.65,47.85,1.71,0,0,0,0,0
47037001890,47,037,001890,735,1204,119,29,2,4,2,18
47037001891,47,037,001891,266.25,1078.35,77.21,16.21,1.02,1.02,2,7
47037001892,47,037,001892,80,1009,27,22,1,1,1,5
47037001893,47,037,001893,286,759,72,8,3,1,4,9
47037001894,47,037,001894,38.85,481.14,3.98,2.99,0,1,0,1.99
47037001895,47,037,001895,2.14,2.77,0.01,0.01,0,0,0,0.01
47037001896,47,037,001896,11.89,79.12,0.28,1.08,0,0.02,0.04,0.07
47037001897,47,037,001897,384.59,780.6,100.98,23.02,2.01,2,3,18
47037001898,47,037,001898,1237.98,1966.26,165.92,60.61,9.94,4.97,7.95,27.82
47037001899,47,037,001899,15.75,1300.41,5.29,12.13,3.01,1.04,2.05,0.13
47037001900,47,037,001900,143.19,1689.64,27.03,11.03,14,4,1,16
47037001901,47,037,001901,63.34,906.5,24.74,10.89,0.99,2.97,3.96,10.89
47037001902,47,037,001902,423,957,124,23,2,0,2,25
47037001903,47,037,001903,871.66,776.21,69.59,13.15,4.03,3.01,2,9.2
47037001905,47,037,001905,1606.64,1507.97,127.67,24.67,4.13,1.18,3.14,23.09
47037001906,47,037,001906,492,582,59,15,2,0,5,5
47037001907,47,037,001907,1346.38,1284.6,118.59,18.94,2.99,4.98,1,34.88
47037001908,47,037,001908,2139.74,3029.54,265.04,63.98,16.99,4.02,3.01,55.95
47037001909,47,037,001909,783.6,901.66,91.6,13.3,3.13,0,3.13,18.01
47037001910,47,037,001910,1268.74,894.59,134.45,7.7,0.87,0,2.87,5
47037001911,47,037,001911,23,19,3,0,0,0,0,0
47037001912,47,037,001912,585,1528,131,29,8,2,3,51
47037001913,47,037,001913,535.49,876.71,73.74,23.27,8.04,1.02,5.04,23.12
47037001914,47,037,001914,382.68,655.89,54.27,9.36,0.94,0,0,16.84
47037001915,47,037,001915,149,576,58,14,2,0,0,37
47037001916,47,037,001916,427,968,80,13,1,0,0,25
47037001917,47,037,001917,1010.67,1423.26,132.02,17.64,7.06,4,2,26.16
47037001918,47,037,001918,995,1418,152,11,2,0,3,39
47037001919,47,037,001919,982,1123.1,97,13,2,1,0,42
47037001920,47,037,001920,1141,1444,126,15,3,1,6,37
47037001921,47,037,001921,548.67,1194.31,135.52,22.12,8.03,0,0.02,42.21
47037001922,47,037,001922,309,1009,26,10,8,0,2,0
47037001923,47,037,001923,901,891,102,11,5,0,0,48
47037001924,47,037,001924,975,1250,143,20,13,8,9,18
47037001925,47,037,001925,437.86,353.52,61.26,5.97,2.92,1.05,0.04,24.3
47037001926,47,037,001926,621.94,973.68,67.14,21.09,7.01,1,7.01,21.05
47037001927,47,037,001927,747,919,128,21,8,1,1,46
47037001928,47,037,001928,857,938,121,25,4,3,4,44
47037001929,47,037,001929,516,1379,44,13,8,4,9,11
47037001930,47,037,001930,307,1149,26,9,5,4,3,0
47037001931,47,037,001931,335,774,27,7,1,4,2,2
47037001932,47,037,001932,275,571,27,6,3,0,0,0
47037001933,47,037,001933,568,1347,58,19,11,3,5,5
47037001934,47,037,001934,197.89,737.79,16.08,6.02,1.01,0,1,0.02
47037001935,47,037,001935,922.11,1857.21,80.92,18.98,9.99,2,2,17.98
47037001936,47,037,001936,304.67,581.85,32.48,22.58,5.33,1.25,2.25,10.16
47037001937,47,037,001937,295.33,574.15,27.52,6.42,3.67,2.75,2.75,12.84
47037001938,47,037,001938,186.06,257.32,13.86,8.91,0.99,0,0.99,4.95
47037001939,47,037,001939,419,791,35,14,9,1,2,9
47037001940,47,037,001940,172.23,555.66,26.29,11.78,2.72,1.81,1.81,4.53
47037001941,47,037,001941,499,1034,73,13,3,4,2,11
47037001942,47,037,001942,1167,1432,170,25,11,8,3,56
47037001943,47,037,001943,1622.61,1587.38,133.21,25.04,8.01,4,4.01,54.03
47037001944,47,037,001944,362,1842,35,19,5,3,4,5
47037001945,47,037,001945,87.77,557.34,15.71,6.22,2.28,1.19,0.19,0.47
47037001946,47,037,001946,373,1107,49,17,1,4,2,11
47037001947,47,037,001947,235.78,1046.73,34.05,17.03,2.69,2.69,3.58,4.48
47037001948,47,037,001948,586.39,868.07,33.76,11.59,3.44,3.28,3.65,3.07
47037001949,47,037,001949,455.52,986.67,28.01,12.89,2.8,2.8,3.36,2.8
47037001950,47,037,001950,929.19,2653.9,73.25,34.65,8.23,9.22,3.39,11.41
47037001951,47,037,001951,353,594,20,8,2,0,2,7
47037001953,47,037,001953,1180,1310,137,16,1,1,0,25
47037001954,47,037,001954,305.66,217.75,45.95,2,0,1,2,8.99
47037001955,47,037,001955,1546,1302,137,21,10,2,1,16
47037001956,47,037,001956,850.05,791.99,62.4,7.83,0.98,3.88,1.94,6.9
47037001957,47,037,001957,1176.32,1007.75,109.88,20.16,4.09,0.03,2,23.8
47037001958,47,037,001958,1267.97,938.44,120.2,15.06,4.02,3,4,11.14
47037001959,47,037,001959,326.19,175.71,10.68,6.8,0.97,0,0,1.94
47037001960,47,037,001960,1854.36,1857.03,172.33,37.33,10.87,1.82,1.86,22.91
47037001961,47,037,001961,1126,1005,96,17,5,3,2,28
47039002051,47,039,002051,249,49,3,1,1,1,1,0
47039002052,47,039,002052,435.07,151.24,9.82,0.98,0,0.98,0,0.98
47039002053,47,039,002053,307,98,6,2,2,0,1,0
47039002054,47,039,002054,440.73,128.94,10.62,2.87,1.9,0.97,0,2.87
47039002055,47,039,002055,311,106,7,2,0,0,1,2
47039002056,47,039,002056,329,70,6,4,0,0,1,1
47039002057,47,039,002057,232.81,66.09,13.81,0.99,0,0,0,0
47039002058,47,039,002058,441,89,4,2,0,0,0,0
47039002059,47,039,002059,301,42,3,0,1,1,1,0
47039002060,47,039,002060,135.33,26.41,3.02,0.02,1.01,0,0.01,0
47039002061,47,039,002061,131,15,1,0,1,0,0,0
47039002062,47,039,002062,165.19,38.91,0.19,0.01,0,0,0,0
47039002063,47,039,002063,88,7,2,0,0,0,0,0
47041002151,47,041,002151,54.39,5.59,0.05,1.02,1.02,0,0,0.02
47041002152,47,041,002152,291.39,55.36,4.13,1.07,4.03,0.03,1,0
47041002153,47,041,002153,713,230,14,6,4,1,2,0
47041002154,47,041,002154,270,61,3,3,0,0,0,0
47041002155,47,041,002155,719,265,25,10,3,1,0,0
47041002156,47,041,002156,515,203,11,7,2,2,1,0
47041002157,47,041,002157,545.99,164.54,13.09,2.8,1.87,0,2.8,0
47041002158,47,041,002158,560.01,153.69,15.37,6.72,2.88,0.96,0,0
47041002159,47,041,002159,193.61,47.41,3.95,1.98,1.98,0,0,1.98
47041002160,47,041,002160,211.6,75.95,4.5,2.21,1.09,1.01,0,0
47041002161,47,041,002161,295,92,2,5,2,0,1,0
47041002162,47,041,002162,101,36,1,0,2,0,0,0
47041002164,47,041,002164,288.35,50.94,6.63,0.14,0.09,0,0.14,2
47041002165,47,041,002165,246.66,86.51,7.28,1.06,1.04,0,1.06,0
47041002166,47,041,002166,172.88,43.46,6.2,1.14,1.96,0.04,1.06,0.12
47043002251,47,043,002251,823.13,230.67,29.57,5.91,6.9,0.99,2.96,5.91
47043002252,47,043,002252,500.96,164.65,16.77,4.92,3.92,0.99,0.01,0.99
47043002253,47,043,002253,717.09,217.42,18.95,3.99,1.99,1,0,0
47043002254,47,043,002254,798.09,259.16,44.51,5.43,2.19,1.05,1.2,4.33
47043002255,47,043,002255,1067.01,359.22,42.84,10.23,2.19,6.01,4.04,4.06
47043002256,47,043,002256,559.6,161.86,16.78,5.92,1.97,0,0.99,2.96
47043002257,47,043,002257,582.53,190.84,14.99,2,5,0,1,1
47043002258,47,043,002258,340.58,101.79,13.39,0.12,0.09,0,0.07,0
47043002259,47,043,002259,750.9,265.37,21.62,6.88,4.91,0,3.93,0
47043002260,47,043,002260,993.06,379.5,30.82,7.71,3.85,0.96,2.89,3.85
47043002261,47,043,002261,1052.39,317.42,44.25,9.03,2.01,1.01,0.01,5.02
47043002262,47,043,002262,571.61,142.21,9.02,1,1,0,0,0.01
47043002263,47,043,002263,656.47,230.08,25.17,4.04,3.02,1,0.02,7.02
47043002264,47,043,002264,1039,402,40,6,5,2,5,4
47043002265,47,043,002265,1212.7,418.14,51.2,8.53,3.79,0.95,3.79,6.64
47043002266,47,043,002266,839.04,460.01,41,7,4,2,3,6
47043002267,47,043,002267,684.29,405.84,26.66,4.94,5.92,0,2.96,0.99
47045002351,47,045,002351,680.37,134.66,11.22,3.09,1.23,2.05,1.04,5.93
47045002352,47,045,002352,532.01,99.04,7,2,1,1,0,0
47045002353,47,045,002353,1065.33,265.17,25.71,5.93,2.97,1.98,4.93,5.92
47045002354,47,045,002354,375,47,6,1,0,0,0,3
47045002355,47,045,002355,260,47,3,0,0,0,0,0
47045002356,47,045,002356,596.26,91.31,11.32,4.07,1.04,0.02,3.06,0.07
47045002357,47,045,002357,669.17,108.84,8.29,3,1.04,0,1.04,3.11
47045002358,47,045,002358,888.38,104.88,10.98,1,0,0,0.01,0.01
47045002359,47,045,002359,554.04,110.89,8.05,3.03,0,0.01,0.01,0.01
47045002360,47,045,002360,727.52,69.74,10.09,1.21,3.15,0.06,0.06,0.09
47045002361,47,045,002361,146.67,556.55,5.31,6.07,1.03,1.06,2.02,0.18
47045002362,47,045,002362,683,305,15,5,2,2,2,13
47045002363,47,045,002363,742.47,273.14,14.43,4.81,6.73,2.89,1.92,2.89
47045002364,47,045,002364,476.75,177.34,13.65,0.91,1.02,0,0.11,0.32
47045002365,47,045,002365,466.3,74.41,7.49,0.05,0.9,0,0.86,2.57
47045002366,47,045,002366,1318.25,351.67,35.47,6.83,4.89,1.94,1.94,2.91
47047002451,47,047,002451,2295.23,753.61,52.46,9.63,9.61,2.62,3.5,8.75
47047002452,47,047,002452,1912.68,485.82,53.34,11.06,3.06,1.02,3.02,14.06
47047002453,47,047,002453,924,324,18,3,3,1,0,6
47047002454,47,047,002454,840.71,243.97,10.99,4.98,5.95,1,0.99,2
47047002455,47,047,002455,838.29,486.03,19.01,6.02,0.05,1,0.01,4
47047002456,47,047,002456,1650.54,498.66,32.67,4.68,4.68,0.2,4.23,8.6
47047002457,47,047,002457,378,502,7,4,2,1,0,0
47047002458,47,047,002458,373.51,148.73,8.34,0.11,0.03,0,0.06,14.05
47047002459,47,047,002459,221,158,3,2,0,0,0,0
47047002460,47,047,002460,576.27,233.71,3.87,1.93,0.01,0.01,0.96,0.01
47047002461,47,047,002461,520.53,244.55,7.88,1.97,0.99,0,0,0
47047002462,47,047,002462,376.55,471.28,6.92,0.99,0.99,2.96,1.98,1.98
47047002463,47,047,002463,673.77,315.89,11,4,2,2,2,2
47047002464,47,047,002464,567.6,244.93,10.4,3.61,1.63,0.17,1.22,2.56
47047002465,47,047,002465,901.69,757.02,16.04,4.01,3,2.98,0.99,5.97
47049002551,47,049,002551,344,47,3,0,0,1,0,0
47049002552,47,049,002552,550,91,12,9,3,3,0,5
47049002553,47,049,002553,591,127,9,1,1,1,3,0
47049002554,47,049,002554,395,101,9,1,0,0,0,0
47049002555,47,049,002555,463.1,96.24,8.95,3.97,0.99,1.98,3.96,0
47049002556,47,049,002556,671,121,8,3,2,0,1,3
47049002557,47,049,002557,551.66,97.97,11.09,3.04,1.01,2.02,0.04,3
47049002558,47,049,002558,679,114,8,3,2,2,0,0
47049002559,47,049,002559,232,42,4,1,0,0,0,0
47049002560,47,049,002560,231,39,3,1,0,1,1,0
47049002561,47,049,002561,531,86,17,5,0,1,0,0
47049002562,47,049,002562,692,108,9,4,1,1,1,5
47049002563,47,049,002563,107.23,29.79,4.96,1.99,0,0,0,0
47051002651,47,051,002651,1321.27,630.97,44.94,8.79,3.91,0.98,4.88,6.84
47051002652,47,051,002652,1654.99,569.95,53.54,7.33,6.23,5.02,9.1,2.29
47051002653,47,051,002653,611.86,152.97,15.69,4.9,0.98,0,0,5.88
47051002654,47,051,002654,571,147,6,0,2,0,0,0
47051002655,47,051,002655,280,96,5,0,0,0,0,2
47051002656,47,051,002656,331,82,11,0,0,0,0,0
47051002657,47,051,002657,788.83,268.6,17.97,5.99,3.99,1,1,2
47051002658,47,051,002658,475.34,82.31,7.15,1.03,0.02,0,0.02,0.03
47051002659,47,051,002659,128.93,38.33,2.03,0,3,0,0,0
47051002660,47,051,002660,310.87,826.65,24.99,14.99,0,3,2,4
47051002661,47,051,002661,114.9,32.06,0.57,0.09,1.09,0.04,0.04,0.07
47051002662,47,051,002662,477.63,187.63,6.68,2.23,0.05,0.99,1.99,0.1
47051002663,47,051,002663,553.56,144.62,17.95,1.99,1.99,1,1,1.99
47051002664,47,051,002664,529,142,12,2,2,0,2,0
47051002665,47,051,002665,1010,257,34,4,5,1,1,2
47051002666,47,051,002666,986.88,211.22,16.62,3.93,3.86,0,0,3.95
47051002667,47,051,002667,456.54,259.76,14.35,4.78,0.95,0.01,0.02,1.91
47051002668,47,051,002668,946.18,257.63,29.07,4.01,1.01,3,5.01,0.01
47051005757,47,051,005757,0.13,0.35,0.01,0.01,0,0,0,0
47051005764,47,051,005764,0,0,0,0,0,0,0,0
47053002751,47,053,002751,2113.94,301.44,35.98,7.78,3.89,0,1.94,13.61
47053002752,47,053,002752,569.75,93.3,11.55,2.1,2.06,1.01,2.02,4.18
47053002753,47,053,002753,355.62,77.16,11.58,0.04,1.92,0.97,0.04,0.99
47053002754,47,053,002754,605.72,179.84,22.21,0.01,0.01,3,0,1.15
47053002755,47,053,002755,690.71,196.35,14.41,1.12,1.05,0,0.03,10.09
47053002756,47,053,002756,89,546,4,0,1,0,0,1
47053002757,47,053,002757,115.83,486.08,4.07,3.01,2.01,1.01,0,1
47053002758,47,053,002758,136.93,129.44,2.46,0.99,0.08,0.04,0.99,1.03
47053002759,47,053,002759,553.5,190.43,2.96,1.97,0,0.99,1.97,0.99
47053002760,47,053,002760,217.12,108.89,7.93,1.99,0.99,0.99,0,0
47053002761,47,053,002761,359.73,68.35,7.99,1,0,0,0,0.01
47053002762,47,053,002762,508,157,11,2,0,0,0,0
47053002763,47,053,002763,654,565,21,3,1,1,0,3
47053002764,47,053,002764,532.78,97.78,12.97,4.99,1,1,2,0
47053002765,47,053,002765,433.58,56.9,6.87,1.96,1.96,0,0.98,3.92
47053002766,47,053,002766,435.42,49.1,6.13,2.04,2.04,0,0.02,0.08
47053002767,47,053,002767,755.59,135.96,21.36,1.94,1.94,0.97,0,4.86
47053002768,47,053,002768,169.22,407.22,6.03,1.01,0,0,1,1
47053002769,47,053,002769,413,216,11,2,2,1,3,0
47053002770,47,053,002770,661.29,208.11,19.49,8.04,1.04,1.02,1,3.11
47053002771,47,053,002771,394.27,77.65,1.01,0,0,0,0,0.99
47053002772,47,053,002772,354,104,4,1,2,0,2,0
47053002773,47,053,002773,528,155,6,6,1,2,2,0
47053002774,47,053,002774,528.73,150.02,11.76,2.94,0,0.98,1.96,0.98
47053002775,47,053,002775,242,54,5,5,2,0,0,0
47053002776,47,053,002776,310.8,53.6,0.28,0.06,0.01,0.02,0.04,0.02
47053002777,47,053,002777,762.49,330.02,23.09,3.96,6.92,1.98,3.98,0
47053002778,47,053,002778,297.51,63.98,12.91,0.04,0.08,0.02,1.02,0
47055002851,47,055,002851,506.53,171.72,4.8,4.8,0.96,0.96,0.96,0
47055002852,47,055,002852,364,123,9,0,0,2,0,0
47055002853,47,055,002853,881.74,176.72,24.32,2.22,1.1,0.06,0.04,0
47055002854,47,055,002854,751.77,203.2,8.01,2,1,1,2,3
47055002855,47,055,002855,612.78,146.17,10.39,4.12,0.03,1.03,1.06,2.01
47055002856,47,055,002856,638.77,143.87,15.34,3.83,0.01,0,0.96,1.92
47055002857,47,055,002857,852.16,182.89,16.63,2.16,1,0,1.04,1.08
47055002858,47,055,002858,678.76,136.55,8.97,1.99,2.99,0,0,1
47055002859,47,055,002859,847.37,238.41,13.02,6,1.01,1,1,0
47055002860,47,055,002860,565.23,145.8,8.99,3,0,1,0,0
47055002861,47,055,002861,329.52,296.55,12.78,3.99,0.97,1.01,2.04,0
47055002862,47,055,002862,158.66,400.51,3.87,2.9,0,0.97,2.9,0
47055002863,47,055,002863,270.73,208.2,16.01,3.01,0,1,1,0
47055002864,47,055,002864,519.24,345.07,10,1,2,1,3,0
47057002951,47,057,002951,586.64,106.13,12.77,2.95,1.97,0,0,0
47057002952,47,057,002952,740.99,113.62,5.33,2.11,3.06,0.02,0.01,6.05
47057002953,47,057,002953,672.13,92.92,11.04,7.96,3,2.99,2.99,1.01
47057002954,47,057,002954,783.02,99.66,15.65,3.91,3.87,1.92,1.95,0.04
47057002955,47,057,002955,783.05,153.7,19.12,4.03,9.02,2.01,1.02,2
47057002956,47,057,002956,396.5,86.5,6.46,0.07,1.99,2.03,3.06,2.06
47057002957,47,057,002957,390,88,14,0,1,1,1,0
47057002958,47,057,002958,904.96,180.59,11.91,0.99,0.99,0.99,0.99,1.98
47057002959,47,057,002959,751,96,19,2,1,0,5,1
47057002960,47,057,002960,606,139,15,2,2,1,1,1
47059003052,47,059,003052,1981.59,377.22,30.08,17.01,4.99,3.99,2.01,7.98
47059003053,47,059,003053,570.72,99.92,11.33,0.06,0.01,0.01,0.02,4.01
47059003054,47,059,003054,819.41,126.64,11.28,2.06,3.94,0.98,2.06,0.97
47059003059,47,059,003059,1291.91,229.65,38.65,5.99,5.95,1,1,3.98
47059003061,47,059,003061,828.59,453.38,42.56,16.1,3.02,1.03,3.02,7.98
47059003063,47,059,003063,1369.36,436.42,43.88,17.93,3.98,8.88,3,10.94
47059003065,47,059,003065,718.1,235.4,27.81,10.93,0.99,0,2.98,0.99
47059003066,47,059,003066,544.06,175.44,17.73,5.83,0.07,1.93,2.89,0.05
47059003067,47,059,003067,803,170,17,3,2,2,0,1
47059003069,47,059,003069,1254.04,300.09,39.93,14.99,3.01,1.11,2.99,8.01
47059003072,47,059,003072,1388,282,32,9,5,2,0,4
47059003073,47,059,003073,1536.69,305.74,34.97,5.99,7.99,1,0,3
47059003076,47,059,003076,819,149,23,5,2,1,2,2
47059003077,47,059,003077,667.59,116.53,11.85,5.93,1.98,0,0,0
47059003080,47,059,003080,915.18,166.77,20.97,7.99,1,1.99,0.01,0.04
47059003082,47,059,003082,1631.48,304.75,28.99,14.95,7.99,1,3,2
47059003084,47,059,003084,1445.19,289.62,49.22,9.25,2.03,1.08,3.1,2.03
47061003152,47,061,003152,205.05,44.72,5.83,3.84,1.96,0.01,0.96,0
47061003153,47,061,003153,510.81,152.12,17.89,3.97,0.99,0.99,0,0
47061003154,47,061,003154,88.88,29.71,2.4,0.1,0,0,0,0.02
47061003155,47,061,003155,178.87,46.92,5.03,0.13,0.03,0.96,0.03,0
47061003156,47,061,003156,855.18,214.67,17.3,4,3,0,5,1
47061003157,47,061,003157,320.26,83.95,8.84,2.08,1.02,0,0.02,0.02
47061003160,47,061,003160,341.62,82.21,8.13,0,1,0.03,0,0
47061003161,47,061,003161,384.79,134.11,7.84,3.91,0.98,0,0.98,0.98
47061003162,47,061,003162,186,68,2,0,2,1,0,0
47061003163,47,061,003163,574.93,145.5,5.05,1,2,0.01,4,0
47063003251,47,063,003251,491.88,241.6,17.01,4,3.99,1,1,5.98
47063003252,47,063,003252,536,288,22,5,1,2,3,3
47063003253,47,063,003253,607.1,287.02,18,2,3,2,2,4
47063003254,47,063,003254,783.01,307,29,8,2,2,4,4
47063003255,47,063,003255,1228.99,334.29,34.24,7.03,5.02,4.01,2,19.01
47063003256,47,063,003256,912,301,24,6,4,1,2,1
47063003257,47,063,003257,1397.9,314.98,33,8,5,1,2,2
47063003258,47,063,003258,1512.93,292.97,39.74,8.13,10.17,0,3,1.09
47063003259,47,063,003259,672,117,10,3,2,1,0,0
47063003260,47,063,003260,804,131,16,2,4,2,0,4
47063003261,47,063,003261,543,93,7,2,8,1,0,2
47063003262,47,063,003262,1083.03,199.14,26.72,6.1,2.06,0,1.16,0.99
47063003263,47,063,003263,1431.6,345.52,49.5,12.62,4.85,0.97,1.94,7.76
47063003264,47,063,003264,1566,312,43,11,12,6,5,21
47063003265,47,063,003265,1425.85,342.21,40.03,3.01,3,1,1,17
47063003266,47,063,003266,387.15,58.4,12.05,2.01,1,1,2,0
47063003267,47,063,003267,577.26,125.86,23.29,3.36,2.14,1.02,0.06,1.24
47065003351,47,065,003351,478.68,717.32,35.1,6.11,4.38,1.56,3.04,8.18
47065003352,47,065,003352,91.1,1335.87,45.52,8.72,1.94,1.94,2.9,12.58
47065003353,47,065,003353,7.85,34.9,4.36,0.87,0,0,0,0.87
47065003354,47,065,003354,16.13,114.69,2.69,0.9,0,0,0.9,0
47065003355,47,065,003355,1620.4,315.31,87.51,14.93,8.01,3.94,1.97,22.57
47065003356,47,065,003356,260.72,99.51,9.95,0,1,0,1,2.99
47065003357,47,065,003357,3.9,0.98,0,0,0,0,0,1.95
47065003358,47,065,003358,32,803,5,5,1,0,1,2
47065003359,47,065,003359,488.66,100.37,8.07,1.61,0.89,0.09,1.05,2.33
47065003360,47,065,003360,1316.86,364.73,48.95,5.76,4.8,1.92,1.92,3.84
47065003361,47,065,003361,1880.87,325.7,49.53,10,9.01,1,1.99,17.12
47065003362,47,065,003362,336,1523,36,7,1,3,3,4
47065003363,47,065,003363,596.31,767.64,79.7,11.91,4.17,1.05,3.04,19.68
47065003364,47,065,003364,460.31,537.41,53.41,5.57,1.03,2.78,0.91,7.4
47065003365,47,065,003365,35.32,1095.4,14.22,12.07,1,2,1.07,13
47065003367,47,065,003367,697.26,273.65,79.54,8.93,4.11,0.98,0.12,1.95
47065003368,47,065,003368,328.3,178,65.53,5.42,4.49,0.02,0.01,1.14
47065003369,47,065,003369,217.19,82.8,16.02,6,1,1,0,6.02
47065003370,47,065,003370,615.86,214.43,52.48,11.78,1.51,1.47,2.21,2.56
47065003371,47,065,003371,493.2,301.15,40.7,3.34,2.15,0,1.15,6.73
47065003372,47,065,003372,457.29,362.35,35.95,6.93,2.9,0.14,2.9,14.64
47065003374,47,065,003374,124.49,78.38,4.61,1.02,1.54,0.51,0,1.02
47065003375,47,065,003375,1136.18,827.12,64.39,3.96,4.95,1.98,0.99,13.87
47065003376,47,065,003376,5,1,0,0,0,0,0,0
47065003377,47,065,003377,70.82,68.88,12.61,7.04,0.05,0.02,0.01,0.13
47065003378,47,065,003378,58.67,40.07,4.29,0.72,0,0,0,0
47065003379,47,065,003379,164.14,538.94,47.88,13.14,0.01,3,0,4.13
47065003380,47,065,003380,3,29,6,1,0,0,0,0
47065003381,47,065,003381,56.13,885.1,9.46,6.17,2.04,0.08,1,0
47065003382,47,065,003382,1679.29,401.01,77.17,12.05,8.89,0.04,0.98,12.22
47065003383,47,065,003383,528.86,121.18,28.72,2.1,0.7,2.1,1.4,5.6
47065003384,47,065,003384,153.11,195.82,24.19,1.29,0.02,0,0,11.87
47065003385,47,065,003385,247.51,928.44,61.02,12.65,1.02,0.05,0.08,0.81
47065003386,47,065,003386,1075.77,627.7,82.1,15.75,6.08,2.33,1.43,15.92
47065003387,47,065,003387,1354.73,695.08,61.78,11.81,6.36,0.91,3.63,19.08
47065003388,47,065,003388,1687.74,956.82,89.58,16.3,6.16,0.02,3.09,18.49
47065003389,47,065,003389,46.15,409.03,8.02,1.01,1,0,1,0
47065003390,47,065,003390,94.72,644.87,10.52,3.83,0.96,1.91,0,0
47065003391,47,065,003391,371.08,586.58,23.01,8.43,1,2.1,1.1,4.6
47065003392,47,065,003392,1416,760,82,23,7,3,0,25
47065003393,47,065,003393,814.44,591.11,68.42,24.71,4.75,0.95,0.95,18.06
47065003394,47,065,003394,1237.25,550.21,66.9,15.24,2.09,3.03,4.03,0.13
47065003395,47,065,003395,1222.75,616.79,60.1,15.76,5.91,1.97,1.97,8.87
47065003396,47,065,003396,151.8,1696.96,36.23,14.42,1.94,2.88,1.91,10.54
47065003397,47,065,003397,123,469,39,8,2,3,1,8
47065003398,47,065,003398,167,548,23,4,0,0,0,3
47065003399,47,065,003399,220,850,32,6,4,0,3,3
47065003400,47,065,003400,6,40,0,0,0,0,0,0
47065003401,47,065,003401,1442.54,644.64,106.57,13.48,11.54,3.02,1.53,22.15
47065003402,47,065,003402,477.65,124.99,29.84,3.95,0.01,0.05,0.02,4.06
47065003403,47,065,003403,213.19,25.73,5.12,1.02,0.01,0,0,1.04
47065003404,47,065,003404,1256.97,380.15,75.4,9.24,7.06,2.03,0.12,13.47
47065003405,47,065,003405,100.1,703.6,14.58,9.72,1.94,1.94,0.97,5.83
47065003406,47,065,003406,252.4,198.46,13.4,3.45,0.62,1.21,0.1,1.66
47065003407,47,065,003407,1799.67,1187.03,111.31,19.88,6.96,1.99,3.98,21.87
47065003408,47,065,003408,1561.09,678.01,78,12,10,2,1,26
47065003409,47,065,003409,813.05,243.35,32.43,4.52,2.94,0.34,0.39,12.16
47065003410,47,065,003410,780.02,200.22,25.62,3.8,0.95,0,1.9,11.39
47065003411,47,065,003411,313,203,33,9,4,0,2,7
47065003412,47,065,003412,1697.69,744.76,99.12,18.98,10.42,0.97,1.93,16.24
47065003413,47,065,003413,1417.36,670.36,97.98,9.7,1.94,0.97,4.85,19.4
47065003414,47,065,003414,140.44,828.69,16.93,10.96,1,1.99,1,1
47065003415,47,065,003415,165.96,156.47,23.14,3.31,0.15,3.08,0.08,3.26
47065003416,47,065,003416,20,23,0,0,0,0,0,0
47065003417,47,065,003417,240.66,645.05,16.77,6.9,4.93,0.99,0.99,1.97
47065003418,47,065,003418,1102.91,276.45,65.26,7.32,5.28,2.2,1.97,9.04
47065003419,47,065,003419,728.02,364.98,55.33,5.82,3.88,0,0.97,14.56
47065003420,47,065,003420,1202.26,390.06,38.01,10.6,2.63,0.66,0.66,24.23
47065003421,47,065,003421,609.42,197.07,18.11,8.16,1.26,0.32,0.34,24.82
47065003422,47,065,003422,629.76,499.6,46.04,14.73,1.84,2.76,0.92,9.2
47065003423,47,065,003423,284.86,62.25,14.47,1,0.99,0,0.01,3.88
47065003424,47,065,003424,1223.74,345.97,70.99,8.9,5.01,1,0.04,8.9
47065003425,47,065,003425,300.81,70.93,18.39,0.66,0,0.66,0.66,0.66
47065003426,47,065,003426,473.61,615.59,59.38,13.34,0.17,2.98,2.93,17.76
47065003427,47,065,003427,574.23,763.97,103.96,18.14,3.15,1.09,1.01,8.27
47065003428,47,065,003428,1685.1,1163.21,160.62,44.06,10.85,1.04,4.93,27.78
47065003429,47,065,003429,14,8,4,0,0,0,0,0
47065003430,47,065,003430,50.85,57.84,4.12,2.02,1.01,0,0,2.02
47065003431,47,065,003431,645.06,141.77,21.68,4.92,0.01,0.98,0,3.96
47065003432,47,065,003432,522.4,685.09,41.24,8.85,4.92,2.94,1.97,11.77
47065003433,47,065,003433,8.74,1.62,0.15,0.03,0.01,0,0,0.03
