GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRMCC,G16USSDKIR,G16USSGSWI,G16USSOWRI
04013000087,04,013,000087,435.21,1251.84,63.57,33.25,33.25,595.6,1067,102.69,5.87
04013000088,04,013,000088,606,923,97,35,53,764,779,104,17
04013000089,04,013,000089,1343.82,834.27,118.7,36.46,55.11,1367.56,741.01,191.61,16.96
04013000090,04,013,000090,867,780,105,36,34,969,671,123,10
04013000091,04,013,000091,909.73,987.99,157.74,46.95,59.15,1050.07,902.18,158.47,12.96
04013000092,04,013,000092,650.53,1366.73,88.88,31.06,21.11,811.83,1197.54,111.01,4.99
04013000093,04,013,000093,715.68,2332.86,122.89,62.92,56.04,1115.8,1895.38,163.19,11.8
04013000094,04,013,000094,1139.29,670.07,71.98,20.44,81.76,1304.59,550.98,92.42,6.22
04013000095,04,013,000095,1685.8,1370.29,167.88,28.52,66.05,2013.01,1064.73,124.44,26.23
04013000096,04,013,000096,1280.97,661.39,51.97,22.51,20.57,1313.36,578.67,97.83,10.7
04013000097,04,013,000097,612.61,1516.27,125.69,61.01,38.69,841.39,1317.61,125,13.97
04013000098,04,013,000098,564,607,68,29,57,680,532,74,10
04013000099,04,013,000099,444,1303,77,55,27,545,1220,105,13
04013000100,04,013,000100,329.2,871.87,54.87,27.93,26.93,470.85,727.22,83.8,3.99
04013000101,04,013,000101,2175,1399,132,25,54,2359,1167,159,26
04013000102,04,013,000102,93,608,28,8,15,188,526,25,2
04013000103,04,013,000103,549.53,1853.18,95.89,41.39,50.19,797.73,1638.61,106.59,7.33
04013000104,04,013,000104,1587.02,904.99,63.51,12.25,32.76,1882.3,626.37,40.57,12.01
04013000105,04,013,000105,517.77,630.6,97.88,30.56,44.7,617.4,569.62,91.89,5.15
04013000106,04,013,000106,1002,1102,100,44,43,1071,1007,149,17
04013000107,04,013,000107,656.62,496.11,61.92,16.59,30.95,706.04,438.49,81.52,8.36
04013000108,04,013,000108,1349.3,1134.62,74.02,20.7,48.35,1604.97,887.93,72.04,13.8
04013000109,04,013,000109,1015.26,843.53,122.93,20.81,43.73,1164.19,714.37,98.93,15.94
04013000110,04,013,000110,633.26,1079.81,72.18,33.68,32.72,797.83,952.78,76.03,6.74
04013000111,04,013,000111,1095,917,82,28,56,1137,832,147,23
04013000112,04,013,000112,1561.91,1031.93,121.76,29.67,55.35,1550.1,951.46,211.09,17.17
04013000113,04,013,000113,1002.93,511.23,42.5,17.45,17.6,1028.44,447.83,77.56,8.17
04013000114,04,013,000114,1331,1194,90,24,48,1594,951,92,9
04013000115,04,013,000115,580.38,431.87,32.95,2.12,11.25,740.01,294.53,26.6,5.07
04013000116,04,013,000116,342.04,567.54,36,9.47,7.58,446.26,465.21,23.69,4.74
04013000117,04,013,000117,1320.2,814.89,93.87,21.97,41.94,1480.98,669.09,85.88,13.98
04013000118,04,013,000118,331,350,51,20,36,378,321,52,9
04013000119,04,013,000119,1687.41,1749.04,141.86,32.79,64.72,2037.57,1386.33,130.19,20.96
04013000120,04,013,000120,913.96,660.31,74.12,12.59,34.69,1065.6,525.05,67.31,11.82
04013000121,04,013,000121,521.7,1211.47,76.39,29.24,42.13,714.73,1028.07,94.89,5.01
04013000122,04,013,000122,1771.17,1682.75,187.22,53.06,66.6,2005.94,1451.16,203.88,29.41
04013000123,04,013,000123,696.6,1282.53,84.98,31.62,54.34,975.24,1046.38,95.84,8.89
04013000124,04,013,000124,234.14,594.82,33.92,18.94,20.9,320.91,510.98,63.76,8.94
04013000125,04,013,000125,1312.14,937.91,99.25,41.77,43.16,1346.66,815.89,208.07,19.58
04013000126,04,013,000126,396,802,75,30,14,551,670,55,4
04013000127,04,013,000127,1730.34,1639.29,156.56,34.94,74.57,2038.34,1329.75,145.19,22.64
04013000128,04,013,000128,681,622,68,24,35,764,541,85,15
04013000129,04,013,000129,567.2,570.66,61.81,14.33,31.34,655,471.22,74.34,11.64
04013000130,04,013,000130,726.4,364.69,20.99,12.36,12.67,688.82,350.38,75.66,6.34
04013000131,04,013,000131,502,494,47,13,26,554,428,67,8
04013000132,04,013,000132,1100.56,943.73,80.81,17.05,28.6,1303.14,732.44,79.69,11.05
04013000133,04,013,000133,610,535,47,12,29,683,446,75,2
04013000134,04,013,000134,194,544,38,14,7,280,443,56,2
04013000135,04,013,000135,1036.72,1581.58,127.94,39.52,62.1,1355.34,1342.78,112.95,9.42
04013000136,04,013,000136,143.65,450.93,19.03,10.46,10.46,196.93,380.53,30.44,1.9
04013000137,04,013,000137,608.28,1047.47,76.49,30.19,29.15,767.7,854.88,106.64,11.06
04013000138,04,013,000138,218,400,29,15,17,291,330,30,1
04013000139,04,013,000139,508.56,655.33,65.44,14.96,27.11,602.05,554.37,69.18,10.28
04013000140,04,013,000140,1009,1276,121,30,35,1171,1075,135,11
04013000141,04,013,000141,1443,746,95,16,36,1537,613,127,8
04013000142,04,013,000142,346.05,499.97,43.43,15.61,16.55,387.27,417.39,81.99,8.21
04013000143,04,013,000143,1440.2,1066.26,102.06,22.3,56.4,1521.36,954.82,152.84,12.52
04013000144,04,013,000144,2154.84,1303.47,88.15,15.02,32.06,2167.2,1237.15,148.11,12.01
04013000145,04,013,000145,493.75,303.39,43.62,14.87,12.89,492.76,283.56,66.43,1.98
04013000146,04,013,000146,271.64,259.36,31.54,13.64,8.92,295.2,223.61,42.85,4.03
04013000147,04,013,000147,1412,702,149,20,92,1542,613,149,22
04013000148,04,013,000148,782.27,581.99,71.39,15.86,26.77,809.04,516.55,87.25,11.9
04013000149,04,013,000149,1799.06,692.78,106.07,15.61,54.64,1807.23,607.51,160.21,25.5
04013000150,04,013,000150,945.53,567.35,75.66,13.87,25.72,960.6,517.29,102.03,12.79
04013000151,04,013,000151,1854.68,1047.02,167.13,40.29,67.58,1903.54,918.4,205.67,37.29
04013000152,04,013,000152,468,1349,64,41,30,613,1181,98,15
04013000153,04,013,000153,610,297,18,4,10,594,279,49,0
04013000154,04,013,000154,1591.79,1608.35,213.88,53.06,92.15,1824.11,1406.81,215,34.54
04013000155,04,013,000155,829,447,58,10,23,856,388,79,15
04013000156,04,013,000156,525,362,34,14,15,505,344,76,12
04013000157,04,013,000157,2173,1465,200,36,120,2485,1239,152,26
04013000158,04,013,000158,1179.91,1821.09,119.16,41.73,46.54,1430.93,1535.02,157.51,9.93
04013000159,04,013,000159,807,721,88,28,47,977,613,69,8
04013000160,04,013,000160,155,788,29,16,13,263,679,38,5
04013000161,04,013,000161,745,484,76,20,22,779,423,96,12
04013000162,04,013,000162,709.27,532.68,73.18,22.72,36.54,765.46,473.12,94.15,13.83
04013000163,04,013,000163,1548.75,891.3,153.51,42.06,57.26,1481.9,860.8,256.14,23.42
04013000164,04,013,000164,1178,715,96,24,51,1217,653,127,19
04013000165,04,013,000165,518,1233,91,39,27,728,1009,120,8
04013000166,04,013,000166,375.62,893.62,78.22,31.05,34.09,492.89,806.31,78.3,7.03
04013000167,04,013,000167,2786.78,1979.53,157.87,20.11,102.57,3350.6,1459.22,121.27,31.15
04013000168,04,013,000168,2047.07,924.14,101.34,33.21,48.3,2060.44,799.51,172.92,25.44
04013000169,04,013,000169,1227.1,651.28,128.79,35.39,39.22,1253.58,599.55,155.69,23.65
04013000170,04,013,000170,369.27,396.06,33.5,9.35,15.9,442.97,309.67,29.22,9.18
04013000171,04,013,000171,1403.06,1084.94,65.31,13.05,36.13,1658.78,866.28,48.25,6.05
04013000172,04,013,000172,959.99,1278.76,142.25,26.06,47.13,1248.86,1043.03,92.19,13.02
04013000173,04,013,000173,934.9,1078.5,103.29,35.06,48.08,1001.12,959.17,146.42,15.03
04013000174,04,013,000174,757.83,470.63,61.33,13.06,21.09,813.13,400.1,74.4,17.07
04013000175,04,013,000175,714.26,995.82,79.16,24.64,25.48,816.99,882.69,99.78,18.24
04013000176,04,013,000176,1321,1302,122,35,50,1501,1108,144,17
04013000177,04,013,000177,1941.23,1281.94,120.77,33.66,50.49,2058.04,1089.9,187.09,12.87
04013000178,04,013,000178,1335.69,717.47,115.75,20.96,61.33,1440.29,610.42,117.53,19.63
04013000179,04,013,000179,1441.82,643.39,45.08,5.85,29.57,1590.05,472.77,63.85,7.68
04013000180,04,013,000180,2059.17,635.39,85.88,10,19.98,1925.47,595.39,207.68,24.96
04013000181,04,013,000181,803,876,73,26,31,879,759,123,16
04013000182,04,013,000182,2012.73,748.07,112.83,34.76,27.61,1837.71,749.81,224.3,26.79
04013000183,04,013,000183,2771.61,1556.32,161.42,41.83,100.19,2975.13,1293.55,205.03,37.84
04013000184,04,013,000184,260.56,1138.9,48.16,41.45,19.5,402.82,989.24,85.37,5.21
04013000185,04,013,000185,1491,1480,141,45,52,1656,1313,158,20
04013000186,04,013,000186,718.58,685.74,66.68,17.91,25.88,848.96,563.32,61.71,14.93
04013000187,04,013,000187,624.61,602.66,75.83,26.94,41.91,685.47,527.82,93.79,10.98
04013000188,04,013,000188,280.3,960.53,50.61,25.76,21.87,411.27,806.93,91.11,1.99
04013000189,04,013,000189,1509.86,1863.89,121.67,44.88,72.8,1720.28,1636.51,159.56,22.94
04013000190,04,013,000190,434.67,684.82,60.45,14.74,24.33,506.85,601.18,79.81,7.78
04013000191,04,013,000191,2990.8,1782.91,173.3,32.06,89.1,3192.11,1490.39,232.39,29.08
04013000192,04,013,000192,1162.28,2513.67,139.28,61.01,73.67,1496.14,2164.01,196.85,15.5
04013000193,04,013,000193,809.39,744.76,64.93,17.25,34.6,971.85,604.4,56.09,9.37
04013000194,04,013,000194,1548,1824,214,59,91,1860,1596,192,16
04013000195,04,013,000195,1221,921.09,63.73,3.96,47.01,1501.97,662.54,53.92,3.96
04013000196,04,013,000196,1024.56,573.89,53.87,9.16,30.79,1113.7,464.73,65.36,12.37
04013000197,04,013,000197,406.43,511.95,53.81,17.76,21.42,497.85,439.34,54.85,2.61
04013000198,04,013,000198,2095.55,1337.79,147.44,36.6,72.01,1997.42,1289.93,294.06,24.54
04013000199,04,013,000199,555.51,833.72,82.12,25.43,33.69,678.08,737.93,76.07,12.17
04013000200,04,013,000200,1008.36,946.56,81.36,19.06,31.13,1186.41,778.43,74.36,12.06
04013000201,04,013,000201,2054.74,1205.35,175.38,35.12,131.77,2256.05,1068.36,158.22,23.48
04013000202,04,013,000202,854,1095,94,28,49,989,958,118,12
04013000203,04,013,000203,717.84,881.78,90.21,42.68,49.47,825.51,792.53,101.86,15.52
04013000204,04,013,000204,140,911,22,23,24,215,782,80,9
04013000205,04,013,000205,796.8,611.97,51.36,15.8,25.63,803.73,543.92,84.93,9.86
04013000206,04,013,000206,3675.36,1574.16,202.24,29.92,54.91,3688.66,1468.02,251.22,27.01
04013000207,04,013,000207,508.8,1083.73,107.91,53.83,32.03,644.66,981.6,109.06,9.01
04013000208,04,013,000208,1587.43,1014.49,93.01,26.17,40.36,1798.17,824.49,103.03,13.26
04013000209,04,013,000209,405.12,352.53,37.88,14.51,14.16,417.52,322.02,69.05,7.25
04013000210,04,013,000210,108.23,58.13,9.38,1.7,4.97,116.7,49.46,9.52,1.59
04013000211,04,013,000211,1113.71,687.82,95.97,22.99,58.98,1195.68,593.84,111.97,18
04013000212,04,013,000212,406,582,40,23,23,486,488,88,7
04013000213,04,013,000213,173.82,980.99,32.98,31.97,16.98,267.72,869.12,59.94,1
04013000214,04,013,000214,931,1516,118,55,55,1090,1345,166,20
04013000215,04,013,000215,605.83,975.28,75.59,27.18,16.29,688.97,879.59,94.5,8.08
04013000216,04,013,000216,1056.34,1296.28,123.46,38.83,51.77,1159.88,1135.99,195.14,16.93
04013000217,04,013,000217,579,549,77,24,90,708,469,75,14
04013000218,04,013,000218,458.39,1584.81,106.26,54.09,40.1,665.78,1391.53,125.2,20.02
04013000219,04,013,000219,1147.8,705.51,45.24,8.07,22.1,1109.03,669.13,123.37,12.03
04013000220,04,013,000220,824.22,849.57,108.12,22.32,41.94,993.53,720.67,75.8,11.93
04013000221,04,013,000221,474,1668,92,24,44,669,1502,93,11
04013000222,04,013,000222,1449.02,846.38,98.84,20.15,70.05,1481.65,772.49,154.5,18.23
04013000223,04,013,000223,1329.63,632.76,121.41,30.59,89.35,1437.92,574.49,127.23,15.54
04013000224,04,013,000224,489.39,1382.08,145.33,59.61,46.9,705.2,1207.63,141.33,11.28
04013000225,04,013,000225,373.75,382.13,49.44,14.25,13.41,393.87,354.48,52.79,6.7
04013000226,04,013,000226,2189,1469,212,70,85,2278,1300,289,49
04013000227,04,013,000227,840.08,1484.84,176.89,77.4,90.21,1047.86,1344.88,207.42,13.33
04013000228,04,013,000228,1701.79,1359.23,134.36,23.26,43.2,1822.96,1219.71,139.77,26.97
04013000229,04,013,000229,488.46,1538.82,80.4,24.17,29.74,657.17,1362.21,82.73,10.69
04013000230,04,013,000230,631,573,59,12,24,758,447,44,7
04013000231,04,013,000231,699.46,674.93,110.29,46.01,45.47,868.97,560.91,108.69,12.53
04013000232,04,013,000232,2463.79,1272.93,192.84,41.95,100.77,2498.86,1173.72,251.14,51.2
04013000233,04,013,000233,2004.15,838.35,144.23,36.02,47.7,1959.25,802.81,218.69,23.27
04013000234,04,013,000234,1591.88,888.83,66.35,9.33,24,1599.18,826.96,83.05,19.59
04013000235,04,013,000235,1357.96,1244.4,127.73,33.93,104.93,1599.36,1029.56,141.4,19.2
04013000236,04,013,000236,1655.78,2111,220.75,59.37,61.2,2041.08,1795.58,178.19,14.12
04013000237,04,013,000237,1780.9,1659.63,137.8,23.17,72.54,2171.73,1296.59,103.27,24.83
04013000238,04,013,000238,54.8,174.89,6.99,6,6.95,83.68,146.03,15.93,0.99
04013000239,04,013,000239,1272,754,66,13,30,1322,634,103,13
04013000240,04,013,000240,1927,1176,128,34,50,1904,1119,177,27
04013000241,04,013,000241,1197.82,1292.22,107.19,28.52,47.2,1496.78,1025.72,88.51,11.8
04013000242,04,013,000242,762,584,70,20,27,830,513,78,8
04013000243,04,013,000243,983.37,491.63,72.03,21.73,48.96,984.54,457.28,114.13,7.45
04013000244,04,013,000244,2522.48,1403.79,151.48,19.17,80.68,2671.54,1173.76,215.46,31.6
04013000245,04,013,000245,2668.85,2132.39,216.8,30.56,89.68,3192.04,1674.22,163.61,14.79
04013000246,04,013,000246,1635.57,2144.44,215.8,64.19,80.66,2005.35,1833.42,193.55,25.85
04013000247,04,013,000247,573.45,1160.85,105.78,36.52,40.54,737.35,1045.99,82.37,8.92
04013000248,04,013,000248,150,486,51,20,18,226,423,42,12
04013000249,04,013,000249,239.69,1405.63,39.96,27.07,23.33,435.16,1190.12,65.43,2.23
04013000250,04,013,000250,1562.38,786.29,113.79,26.61,49.91,1619.9,689.14,152.1,17.36
04013000251,04,013,000251,1067.12,862.21,107.9,30.69,47.52,1127.5,746.39,164.32,18.81
04013000252,04,013,000252,1118,490,72,9,61,1144,414,115,23
04013000253,04,013,000253,1312.56,1352.83,172.17,35.53,66.79,1582.16,1147.58,120.7,19
04013000254,04,013,000254,494,562,57,17,31,589,472,62,7
04013000255,04,013,000255,1093.63,1324.71,149.49,54.67,50.78,1281.14,1128.17,171.31,13.93
04013000256,04,013,000256,283.6,217.37,15.01,2.3,6.39,281.08,192.63,34.76,1.28
04013000257,04,013,000257,1148.18,831.63,121.1,16.01,47.06,1291.35,698.53,86.06,12.02
04013000258,04,013,000258,1527.78,1151.76,142.99,36.48,110.31,1785.8,947.38,134.18,20.55
04013000259,04,013,000259,737.2,834.87,71.25,40.33,26.79,826.07,701.01,114.41,7.02
04013000260,04,013,000260,638,904,58,19,30,910,686,44,3
04013000261,04,013,000261,511,864,54,11,30,666,725,56,7
04013000262,04,013,000262,1733.56,707.03,118.33,20.71,163.69,2015.59,575.88,102.55,14.79
04013000263,04,013,000263,588.97,533.1,70.99,13,19,681,462.06,51,8
04013000264,04,013,000264,2011,1094,95,16,35,2063,971,122,19
04013000265,04,013,000265,1261.86,1026.26,153.74,34.94,52.91,1331.74,944.4,189.68,9.98
04013000266,04,013,000266,125.65,42.32,8.78,1.26,0.42,120.07,42.59,11.8,1.77
04013000267,04,013,000267,375.35,559.1,49.03,23.02,11.03,452.5,479.9,66.08,9.01
04013000268,04,013,000268,366,1256,59,32,17,570,1029,102,6
04013000269,04,013,000269,2481.69,1602.6,78.1,15.84,58.22,2517.82,1461.57,157.33,21.74
04013000270,04,013,000270,2016.9,1169.86,98.72,39.49,35.54,2019.86,1091.87,175.73,14.81
04013000271,04,013,000271,2071.68,837.25,85.12,12.11,33.86,2309.94,635.13,59.63,25.88
04013000272,04,013,000272,1117.35,663.52,60.05,9.84,27.56,1341.8,444.97,54.14,10.83
04013000273,04,013,000273,1291,624,75,14,27,1301,528,140,14
04013000274,04,013,000274,207,1179,44,27,20,341,1043,58,9
04013000275,04,013,000275,2374.71,1399.93,201.02,59.56,157.24,2564.41,1245.02,256.58,26.78
04013000276,04,013,000276,1281,1111,136,31,47,1457,931,152,12
04013000277,04,013,000277,725.34,367.17,10.9,0,8.91,668.98,350.35,51.46,3.96
04013000278,04,013,000278,1078,942,109,50,46,1093,811,207,22
04013000279,04,013,000279,1611.84,817.75,169.79,28.63,122.82,1843.62,699.15,114.24,27.45
04013000280,04,013,000280,117.74,1106.25,27.09,16.55,10.93,279.32,920.69,45.74,0.18
04013000281,04,013,000281,510,1014,85,68,46,628,911,140,9
04013000282,04,013,000282,578.59,1098.84,79.2,28.93,23.71,734.62,958.94,83.94,6.64
04013000283,04,013,000283,880.92,1509.56,95.33,34.14,44.14,1149.71,1246.87,93.35,9.04
04013000284,04,013,000284,406.38,189.76,9.77,7.16,2.57,384.74,162.37,53.54,0.21
04013000285,04,013,000285,1552.43,747.85,91.66,17.07,37.41,1621.45,636.74,125.43,13.99
04013000286,04,013,000286,996,1386,113,35,39,1166,1196,172,11
04013000287,04,013,000287,1798.74,1175.58,190.72,52.25,100.94,1963.54,1033.12,194.85,33.01
04013000288,04,013,000288,68.26,43.07,1.01,1,0.01,62.22,36.08,12.03,1
04013000289,04,013,000289,545.21,366.97,72.16,17.27,48.72,621.07,330.58,64.76,7.4
04013000290,04,013,000290,100.85,648.57,18.79,7.91,10.88,187.85,541.79,24.72,1.98
04013000291,04,013,000291,97.53,74.26,4.01,0.46,1.93,92.25,64.17,11.18,3.37
04013000292,04,013,000292,1451.21,788.33,102.74,17.78,37.54,1549.01,654.97,110.64,12.84
04013000293,04,013,000293,670,862,68,36,32,711,777,116,8
04013000294,04,013,000294,1296.5,722.91,113.66,23.17,56.83,1240.27,694.29,199.05,20.25
04013000295,04,013,000295,138,934,30,21,18,304,755,39,3
04013000296,04,013,000296,691,1081,120,46,66,844,947,132,11
04013000297,04,013,000297,211.14,1838.66,63.03,34.01,31.02,403.24,1685.57,61.05,4
04013000298,04,013,000298,2498.98,1182.68,156.23,42.83,109.17,2647.21,1005.96,158.63,48.52
04013000299,04,013,000299,1.02,34.02,1,0,0,11.03,25.01,0,0
04013000300,04,013,000300,388.02,1489.08,93.58,33.78,31.55,563.86,1317.44,87.54,15.83
04013000301,04,013,000301,2109.9,1110.47,174.97,29,171.04,2483.66,892.14,118.05,24.18
04013000302,04,013,000302,2104.26,1275.62,191.84,40.54,136.46,2361.36,1090.7,171.07,24.72
04013000303,04,013,000303,1161,665,29,8,20,1136,602,93,18
04013000304,04,013,000304,1177.4,762.82,72.2,21.04,27.12,1282.71,614.53,87.19,8.04
04013000305,04,013,000305,1372,1049,109,16,35,1499,890,122,20
04013000306,04,013,000306,78.36,376.95,19.34,6.8,9.69,134.25,326.82,27.99,1.94
04013000307,04,013,000307,820.16,936.22,114.79,42.32,50.53,950.49,806.47,126.14,13.48
04013000308,04,013,000308,145.71,542.73,25.53,15.29,10.27,206.05,483.35,35.94,2.08
04013000309,04,013,000309,450,1514,76,43,29,649,1307,103,8
04013000310,04,013,000310,680,1154,119,53,33,856,1014,115,15
04013000311,04,013,000311,215,702,51,17,16,346,576,53,5
04013000312,04,013,000312,247,1261,53,26,25,416,1048,85,9
04013000313,04,013,000313,338.66,1413.95,57.13,28.07,38.08,558.17,1142.39,103.21,10.02
04013000314,04,013,000314,680.07,1199.88,88.57,74.93,42.02,932.38,966.22,145.84,8.27
04013000315,04,013,000315,296,1687,41,28,21,464,1472,89,6
04013000316,04,013,000316,1189.57,777.1,85.65,29.53,33.49,1196.32,730.76,122.21,19.7
04013000317,04,013,000317,1061.3,877.29,70.62,18.9,39.79,1351.74,631.61,41.78,7.96
04013000318,04,013,000318,1782.58,1473.46,128.72,22.43,54.61,2042.95,1208.22,120.92,20.48
04013000319,04,013,000319,1758.18,1360.62,102.33,18.21,52.46,1974.02,1111.48,99.31,13.21
04013000320,04,013,000320,552.45,687.99,62.4,19.5,19.55,674.31,576.45,62.33,4.12
04013000321,04,013,000321,409,1275,111,73,36,599,1129,102,8
04013000322,04,013,000322,710,1316,95,27,33,913,1106,108,13
04013000323,04,013,000323,900,893,114,43,33,1018,758,144,13
04013000324,04,013,000324,753,1455,170,81,59,978,1310,178,12
04013000325,04,013,000325,1553,719,74,19,19,1505,671,131,12
04013000326,04,013,000326,112,597,25,12,10,198,482,42,5
04013000327,04,013,000327,2054.93,1536.5,237.49,44.1,142.24,2440.59,1278.97,177.4,18.06
04013000328,04,013,000328,1356,1180,108,30,53,1576,945,133,10
04013000329,04,013,000329,705.12,775.67,82.99,30.49,35.32,811.79,651.46,109.56,18.16
04013000330,04,013,000330,660,360,22,4,8,653,321,57,1
04013000331,04,013,000331,796,946,101,29,35,944,821,79,15
04013000332,04,013,000332,619,1334,118,44,78,868,1147,99,11
04013000333,04,013,000333,1319.67,768.73,89.52,28.61,52.6,1327.98,694.91,135.66,22.15
04013000334,04,013,000334,1482.45,1117.32,168.13,49.68,74.25,1617.65,958.56,208.23,31.53
04013000335,04,013,000335,678,335,44,17,18,695,311,69,9
04013000336,04,013,000336,1102.84,1398,165.53,37.89,50.85,1357.12,1188.6,144.59,17.95
04013000337,04,013,000337,1236.13,1010.21,81.9,16.18,34.51,1491.82,781.73,78.77,11.09
04013000338,04,013,000338,909,1400,130,36,49,1216,1165,106,10
04013000339,04,013,000339,866.76,773.45,81.27,16.6,25.18,1153.91,550.41,38.16,7.63
04013000340,04,013,000340,1062,1507,129,41,49,1275,1271,165,9
04013000341,04,013,000341,678,1111,74,38,52,830,954,125,13
04013000342,04,013,000342,1939,1163,159,28,62,2022,1003,209,25
04013000343,04,013,000343,701,428,56,13,25,701,376,105,7
04013000344,04,013,000344,1231.69,915.35,124.43,41.5,53.98,1298.24,810.16,189.07,20.27
04013000345,04,013,000345,554.99,385.54,29.58,2.76,15.38,671.86,281.53,21.95,0.23
04013000346,04,013,000346,907,1574,135,49,67,1042,1413,182,23
04013000347,04,013,000347,619.86,351.8,17.99,2.02,5.8,574.38,328.65,61.12,7.39
04013000348,04,013,000348,1261.63,1794.32,164.58,45.69,52.86,1524.01,1558.78,147.3,22.9
04013000349,04,013,000349,24.5,235.25,9.27,5.14,10.92,75.7,193.01,17,0
04013000350,04,013,000350,620.85,688.03,58.02,12.01,34.99,687.95,591.99,87.95,16.99
04013000351,04,013,000351,2294.99,1346.81,57.22,14.03,54.12,2348.97,1228.47,137.35,13.07
04013000352,04,013,000352,1809.08,760.12,90.32,17.48,35.91,1871.72,634.27,134.01,21.32
04013000353,04,013,000353,654,381,26,7,13,617,384,69,10
04013000354,04,013,000354,1267.04,1634.05,132,41,87,1656.04,1317.05,118,23
04013000355,04,013,000355,510,684,53,18,28,708,507,59,3
04013000356,04,013,000356,1866,1580,172,38,74,2238,1289,116,13
04013000357,04,013,000357,1282.85,1158.26,152.81,28.23,55.48,1499.9,984.03,138.21,5.84
04013000358,04,013,000358,1250.77,507.34,77.83,18.74,57.79,1306.74,443.82,93.71,18.48
04013000359,04,013,000359,2305.7,1242.84,137.98,18,79.99,2507.67,1053.86,141.98,27
04013000360,04,013,000360,317.91,1387.64,73.51,31.81,26.85,521.57,1192.93,82.53,6.94
04013000361,04,013,000361,763.41,546.54,38.18,9.04,18.11,857.07,436.96,42.17,7.02
04013000362,04,013,000362,446.92,1524.88,79.31,34.13,41.11,650.86,1348.32,87.43,6.27
04013000363,04,013,000363,836.69,2419.35,141.75,45.76,65.91,1157.81,2120.01,170.46,17.2
04013000364,04,013,000364,188.82,155.48,14.55,2.27,8.5,228.59,120.81,10.39,2.27
04013000365,04,013,000365,1017.24,460.62,72.96,19.26,45.8,1029.78,415.65,115.8,16.16
04013000366,04,013,000366,1221.98,703.62,48.16,7.85,25.95,1250.35,645.51,69.5,19.77
04013000367,04,013,000367,145,644,29,9,8,236,532,56,2
04013000368,04,013,000368,905,529,79,16,33,914,484,118,13
04013000369,04,013,000369,756.27,402.78,46.62,11.43,16.61,745.84,378.96,65.65,14.21
04013000370,04,013,000370,1292.87,759.94,114.35,22.71,41.14,1351.37,672.53,132.11,13.32
04013000371,04,013,000371,764.71,591.29,71.71,14.62,26.3,843.81,521.05,64.35,14.21
04013000372,04,013,000372,593.28,320.37,56.65,10.57,30.03,662.55,266.81,51.31,6.21
04013000373,04,013,000373,1074.1,927.5,108.71,22.94,29.92,1156.88,802.83,156.58,9.97
04013000374,04,013,000374,590.59,1410.73,110.86,47.09,34.34,747.55,1266.52,134.4,13.73
04013000375,04,013,000375,965.57,497.51,52.99,8.83,18.64,1056.83,392.51,53.97,13.74
04013000376,04,013,000376,3.82,4.91,0.11,0.02,0.04,4,4.74,0.1,0.01
04013000377,04,013,000377,3072.3,1543.13,158.16,30.88,51.95,3237.21,1266.26,205.86,43.73
04013000378,04,013,000378,314,1171,68,23,23,513,986,56,8
04013000379,04,013,000379,1282.58,536.36,80.26,20.25,44.59,1315.14,482.2,100.17,15.45
04013000380,04,013,000380,1534.5,1545.49,153.43,39.24,67.13,1869.74,1217.3,125.68,28.94
04013000381,04,013,000381,257.11,384.24,49.7,26.76,26.76,297.26,360.34,68.82,5.73
04013000382,04,013,000382,1110.3,1116.08,98.73,15.15,42.44,1418.66,884.48,49.27,11.98
04013000383,04,013,000383,1405,601,112,14,111,1592,481,103,10
04013000384,04,013,000384,1812.17,1079.11,110.37,20.75,44.35,1932.9,894.24,133.97,21.7
04013000385,04,013,000385,155,554,23,6,22,231,478,27,3
04013000386,04,013,000386,2517,1626,195,67,69,2518,1497,293,42
04013000387,04,013,000387,600,1240,82,37,32,777,1056,128,8
04013000388,04,013,000388,629.29,645.11,54.94,15.82,24.97,691.72,561.87,74.92,10.82
04013000389,04,013,000389,132,1098,35,16,19,290,910,47,4
04013000390,04,013,000390,685.89,777.96,67.9,8.14,16.3,876.92,610.55,44.1,4.93
04013000391,04,013,000391,609.41,1867.27,111.14,61.91,46.66,837.45,1664.48,137.6,10.27
04013000392,04,013,000392,232,1087,45,22,20,393,903,69,3
04013000393,04,013,000393,796,561,77,24,21,843,471,113,11
04013000394,04,013,000394,1553.23,2208.91,193.9,54.97,91.95,2021,1814.11,156.92,24.99
04013000395,04,013,000395,1720.75,878.19,103.69,28.51,37.15,1830.26,751.64,109.47,24.3
04013000396,04,013,000396,1019.8,767.35,106.77,46.9,27.94,1075.68,656.59,166.64,22.95
04013000397,04,013,000397,450.8,903.18,65.6,16.92,19.54,586.13,750.75,76.1,6.1
04013000398,04,013,000398,469,523,50,26,23,562,428,76,6
04013000399,04,013,000399,928,1158,127,37,23,1124,970,120,10
04013000400,04,013,000400,628.63,652.72,62.87,15.25,19.22,687.25,578.85,82.94,7.16
04013000401,04,013,000401,618.35,864.76,83.35,22.22,32.59,713.92,739.81,111.68,13.11
04013000402,04,013,000402,363,1525,61,25,40,586,1310,74,5
04013000403,04,013,000403,893,1698,110,41,67,1132,1486,136,15
04013000404,04,013,000404,1216,825,88,30,36,1281,710,137,18
