GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDKEL,G20USSRMCS
04013000235,04,013,000235,1957.5,1734.6,74.1,2006,1715.5
04013000236,04,013,000236,3329.8,2292,87.7,3385.2,2273.1
04013000237,04,013,000237,2462.6,2172.2,63,2439.5,2230.2
04013000238,04,013,000238,257.4,97.2,5,259.3,99.2
04013000239,04,013,000239,1121,1561,23,1138,1551
04013000240,04,013,000240,1531,2341,64,1622,2291
04013000241,04,013,000241,1874.4,1518.4,65.9,1902.9,1520.4
04013000242,04,013,000242,853,874,33,867,876
04013000243,04,013,000243,791.8,1349.6,35.9,849.7,1301.5
04013000244,04,013,000244,2048.1,3211.9,67.5,2058.8,3202.2
04013000245,04,013,000245,3298.2,3534.9,75,3334.7,3531.9
04013000246,04,013,000246,3130.5,2033.9,99.6,3173.4,2050.5
04013000247,04,013,000247,1900.9,872.4,58.2,1921.8,866.3
04013000248,04,013,000248,842,179,26,855,185
04013000249,04,013,000249,1863.7,375.6,36.2,1894.1,348.2
04013000250,04,013,000250,1176.3,2044.1,43.5,1210.9,2029.4
04013000251,04,013,000251,1257.2,1337.4,38.6,1307.7,1280.9
04013000252,04,013,000252,992,1585,49,998,1605
04013000253,04,013,000253,2229.8,1790.1,68.6,2262.5,1779.5
04013000254,04,013,000254,812,604,34,817,609
04013000255,04,013,000255,2119.3,1491.4,81.7,2182.9,1451.8
04013000256,04,013,000256,262,331.1,4.8,270.9,312.6
04013000257,04,013,000257,1404.9,1600.5,55,1430.9,1597.5
04013000258,04,013,000258,2158.8,2246.9,91.4,2188,2232.4
04013000259,04,013,000259,1216.4,976.7,41.5,1267.7,938.1
04013000260,04,013,000260,1150,747,18,1127,782
04013000261,04,013,000261,1289,656,23,1282,671
04013000262,04,013,000262,1028.5,2093.5,49.3,1025.5,2137.9
04013000263,04,013,000263,724.1,684.9,33,729.1,687
04013000264,04,013,000264,1446,2335,38,1438,2358
04013000265,04,013,000265,1873.8,1979.6,78.9,1942.7,1915.8
04013000266,04,013,000266,59.6,153.9,3.7,61.5,158.4
04013000267,04,013,000267,731.5,455.6,25,775.5,428.6
04013000268,04,013,000268,1678,535,34,1710,509
04013000269,04,013,000269,1951.2,2563.8,15.9,1980,2577.3
04013000270,04,013,000270,1599.3,2280.5,44.4,1631.9,2251.9
04013000271,04,013,000271,1309.9,2716,33,1256.8,2824.2
04013000272,04,013,000272,914.5,1326,18.7,912.6,1343.8
04013000273,04,013,000273,845,1602,33,905,1564
04013000274,04,013,000274,1526,365,24,1545,347
04013000275,04,013,000275,2182.4,2836.1,128.8,2286.8,2811.2
04013000276,04,013,000276,1547,1560,43,1566,1546
04013000277,04,013,000277,487.9,761,6.9,498.8,763.9
04013000278,04,013,000278,1369,1247,65,1469,1166
04013000279,04,013,000279,1586.3,2429.9,70.4,1569.7,2490.4
04013000280,04,013,000280,1328.5,189.3,23.2,1342.6,172.4
04013000281,04,013,000281,1540,790,42,1604,734
04013000282,04,013,000282,1128.7,486.8,27.1,1175.5,453.2
04013000283,04,013,000283,2047.7,1025.8,44.1,2041.7,1057.8
04013000284,04,013,000284,261.2,536.1,5.2,276.4,521.3
04013000285,04,013,000285,966.3,1884.9,27.3,1012.7,1834.9
04013000286,04,013,000286,1904,1248,67,1954,1217
04013000287,04,013,000287,1754.2,2334.5,82.7,1853.3,2271.3
04013000288,04,013,000288,45.1,69.4,0,47.1,66.4
04013000289,04,013,000289,465.6,417.4,31.1,506,394.3
04013000290,04,013,000290,841.4,172,12.8,857.2,158.2
04013000291,04,013,000291,99.6,142.4,3.9,106.8,135.7
04013000292,04,013,000292,1147.9,1902.7,46.4,1142,1925.4
04013000293,04,013,000293,1315,860,36,1367,813
04013000294,04,013,000294,1070.6,1739.6,55.8,1158.3,1650.5
04013000295,04,013,000295,1120,204,17,1125,200
04013000296,04,013,000296,1688,1063,63,1779,1012
04013000297,04,013,000297,2430.8,429.2,45,2482.8,412.3
04013000298,04,013,000298,1821.2,3300.2,69.7,1870.4,3283.4
04013000299,04,013,000299,31,0,1,28,3
04013000300,04,013,000300,2485.7,717.4,68.2,2533.5,708.3
04013000301,04,013,000301,2159.1,3288.2,81.2,2145.7,3313.2
04013000302,04,013,000302,2331.7,3235.5,82.1,2381.2,3216.7
04013000303,04,013,000303,932,1296,6,967,1278
04013000304,04,013,000304,1000.2,1294.9,25.1,1027.2,1287
04013000305,04,013,000305,1377,1588,37,1384,1610
04013000306,04,013,000306,486.5,143.2,9.7,482.8,149.8
04013000307,04,013,000307,1387.7,1022.6,67.2,1435.3,1018.9
04013000308,04,013,000308,711.5,211.5,18.3,736,190.1
04013000309,04,013,000309,2019,620,28,2075,573
04013000310,04,013,000310,1764,791,58,1797,803
04013000311,04,013,000311,995,307,27,1022,289
04013000312,04,013,000312,1675,424,44,1720,394
04013000313,04,013,000313,1944,520,23,1996.1,462.9
04013000314,04,013,000314,1770.7,728.8,40.6,1741.2,757.4
04013000315,04,013,000315,2219,497,32,2251,471
04013000316,04,013,000316,1453.5,1852.8,67.9,1527.4,1795.5
04013000317,04,013,000317,1233.4,1297,21.9,1163.8,1390.5
04013000318,04,013,000318,2034.2,2251.6,54.6,2036.1,2275
04013000319,04,013,000319,2029.9,2471,34.5,2009.6,2497.6
04013000320,04,013,000320,977.7,741,33.7,1013,725
04013000321,04,013,000321,2055,648,67,2088,636
04013000322,04,013,000322,1769,1075,46,1856,994
04013000323,04,013,000323,1286,1137,47,1344,1084
04013000324,04,013,000324,2417,1016,114,2493,997
04013000325,04,013,000325,1033,1854,34,1101,1795
04013000326,04,013,000326,702,192,12,723,180
04013000327,04,013,000327,3044,3427.3,121.3,3098.2,3422.3
04013000328,04,013,000328,1500,1631,29,1514,1621
04013000329,04,013,000329,1142.5,929.4,25.5,1159.8,912
04013000330,04,013,000330,444,797,7,457,792
04013000331,04,013,000331,1553,1152,50,1587,1136
04013000332,04,013,000332,1986,788,68,2004,807
04013000333,04,013,000333,1156.3,1696.2,40.6,1205.2,1653.8
04013000334,04,013,000334,1649.6,1977.4,71,1732.7,1920.4
04013000335,04,013,000335,522,795,25,556,768
04013000336,04,013,000336,1970.4,1293.3,48.9,2010.2,1277.3
04013000337,04,013,000337,1270.2,1439.3,19.4,1292.2,1421.4
04013000338,04,013,000338,1914,1139,41,1911,1138
04013000339,04,013,000339,986.2,1030.7,23.5,935.2,1103.7
04013000340,04,013,000340,2036,1495,61,2144,1418
04013000341,04,013,000341,1577,841,41,1621,808
04013000342,04,013,000342,2249,3172,73,2334,3109
04013000343,04,013,000343,529,882,24,555,842
04013000344,04,013,000344,1249.4,1526.9,72.3,1315,1484.5
04013000345,04,013,000345,491.4,626.1,5.4,475.9,642
04013000346,04,013,000346,2381,1272,89,2470,1209
04013000347,04,013,000347,437,659,7.6,456.9,640.1
04013000348,04,013,000348,2855.9,1587.3,77.7,2865.5,1591.8
04013000349,04,013,000349,330.9,31.7,5.1,312.5,44.2
04013000350,04,013,000350,935.1,792.9,24,968.1,757
04013000351,04,013,000351,1682.4,2477.7,11.1,1695.6,2489.7
04013000352,04,013,000352,1969.4,3843.8,50.4,2005.4,3799
04013000353,04,013,000353,515,760,5,526,757
04013000354,04,013,000354,2241.2,1591.1,41,2248.2,1597.1
04013000355,04,013,000355,878,678,26,895,680
04013000356,04,013,000356,2696,2588,68,2690,2614
04013000357,04,013,000357,1644,1568,54.5,1664.4,1567.1
04013000358,04,013,000358,1537.7,2325.5,88,1608.3,2301.5
04013000359,04,013,000359,1832.8,2856.6,53,1819.8,2910.6
04013000360,04,013,000360,1881.5,586.1,31.8,1929.1,518.7
04013000361,04,013,000361,715.3,875.3,14,710.2,885.4
04013000362,04,013,000362,1647.9,473.3,24.3,1669.6,465
04013000363,04,013,000363,3677.9,1358.9,72,3703.3,1348.7
04013000364,04,013,000364,231.6,233.4,4,229.4,231.1
04013000365,04,013,000365,727.1,1247.6,37.4,748.3,1247.6
04013000366,04,013,000366,922.7,1402.3,13.7,952,1389
04013000367,04,013,000367,799,211,18,822,200
04013000368,04,013,000368,759,1114,41,811,1071
04013000369,04,013,000369,1002.4,1439.5,37.1,1047.8,1391.4
04013000370,04,013,000370,1087.1,1563.4,43.4,1112,1543.8
04013000371,04,013,000371,895,913.7,31.9,919.8,893
04013000372,04,013,000372,1175,1714.4,45.8,1199.4,1708.1
04013000373,04,013,000373,1335.4,1271.6,49.9,1366.3,1271.6
04013000374,04,013,000374,2148.5,849.6,41.2,2191.6,822.1
04013000375,04,013,000375,677.1,1220.7,11.8,687.9,1214.8
04013000376,04,013,000376,14.2,6,0,14.2,7
04013000377,04,013,000377,2458.7,4136.3,62.6,2455.5,4163.4
04013000378,04,013,000378,1601,476,35,1615,468
04013000379,04,013,000379,787.6,1652.1,37.2,817.5,1649.3
04013000380,04,013,000380,2328.1,1804.7,55.8,2318.5,1828.2
04013000381,04,013,000381,788.5,389,32.5,803.8,386.1
04013000382,04,013,000382,1374.8,1228.6,17.1,1327.2,1284.7
04013000383,04,013,000383,901,1673,62,934,1683
04013000384,04,013,000384,1421.7,2120.8,42.5,1465,2088.8
04013000385,04,013,000385,777,217,8,784,210
04013000386,04,013,000386,2489,3389,86,2621,3243
04013000387,04,013,000387,1731,751,43,1768,738
04013000388,04,013,000388,977.2,840.7,35.8,1003.9,819.1
04013000389,04,013,000389,1278,260,22,1302,248
04013000390,04,013,000390,954.4,740.1,17,939.8,761.6
04013000391,04,013,000391,2736.5,861.4,74.8,2765.4,882.9
04013000392,04,013,000392,1413,355,43,1467,319
04013000393,04,013,000393,752,997,39,810,960
04013000394,04,013,000394,3001.5,1966,88,3023.5,1988
04013000395,04,013,000395,1286.2,2124.2,47.1,1306.7,2123.2
04013000396,04,013,000396,1211.4,1303.2,56.9,1255.3,1278.2
04013000397,04,013,000397,1197.4,616.5,26.9,1234.8,584.1
04013000398,04,013,000398,765,590,34,805,563
04013000399,04,013,000399,1420,1087,49,1466,1053
04013000400,04,013,000400,896.5,772,38.4,948.2,739.6
04013000401,04,013,000401,1431,819.6,31,1484,782.1
04013000402,04,013,000402,1990,537,40,2045,499
04013000403,04,013,000403,2372,1067,59,2395,1075
04013000404,04,013,000404,1369,1654,49,1385,1646
04013000405,04,013,000405,260.6,497.9,17.9,290.4,480
04013000406,04,013,000406,1014,411,25,1042,389
04013000407,04,013,000407,1536.3,498.5,28.5,1595.8,463.1
04013000408,04,013,000408,2332,1179,44,2351,1177
04013000409,04,013,000409,583,362,40,600,366
04013000410,04,013,000410,2782.7,2633,57.9,2786.7,2649.9
04013000411,04,013,000411,304.6,246.5,6.8,301.1,246.9
04013000412,04,013,000412,1586.8,300.2,23.5,1598.2,309.1
04013000413,04,013,000413,1781.8,1275.1,57.7,1809.6,1253.2
04013000414,04,013,000414,1878.8,1337.6,58.2,1908.6,1344.6
04013000415,04,013,000415,3215,3727,81,3302,3681
04013000416,04,013,000416,2669.5,3235.4,148.3,2738.7,3244.3
04013000417,04,013,000417,427.1,625.1,33,468.4,604.9
04013000418,04,013,000418,1092,872,39,1155,837
04013000419,04,013,000419,1414.1,1511.9,75.9,1516.9,1457
04013000420,04,013,000420,2430.7,4047.6,104.7,2548.3,3952.8
04013000421,04,013,000421,905.5,553.9,31.3,957.3,522.6
04013000422,04,013,000422,568,686,24,592,670
04013000423,04,013,000423,1242,1976,21,1321,1910
04013000424,04,013,000424,861.4,271.9,19.9,898.2,245
04013000425,04,013,000425,2268,2176.8,56.5,2284.8,2180.8
04013000426,04,013,000426,1650,1397,81,1713,1360
04013000427,04,013,000427,1468,372,34,1488,371
04013000428,04,013,000428,13,33,1,12,35
04013000429,04,013,000429,1688,1432,47,1700,1425
04013000430,04,013,000430,738.5,1074.7,21.7,770.1,1043.2
04013000431,04,013,000431,1896.8,587.6,47.4,1908.7,587.9
04013000432,04,013,000432,2129.5,1913.4,58.1,2178.6,1895.4
04013000433,04,013,000433,924,230,17,963,201
04013000434,04,013,000434,964,391,27,1010,361
04013000435,04,013,000435,1427.8,2578.5,36.5,1479.3,2517.1
04013000436,04,013,000436,1242.2,1376.4,29.5,1259.3,1383
04013000437,04,013,000437,175,574,11,192,566
04013000438,04,013,000438,1829.7,1507.6,54.1,1873.6,1476.8
04013000439,04,013,000439,1601,3403.9,50.3,1628.6,3398.9
04013000440,04,013,000440,1941,1550,46,1957,1550
04013000441,04,013,000441,2988.6,2200.8,87,3000.8,2216.3
04013000442,04,013,000442,1852.8,1934.5,44.5,1844.7,1968.8
04013000443,04,013,000443,1952.1,2044.2,57.8,2035.9,1981.4
04013000444,04,013,000444,1025,2856.2,47.8,1068,2825.7
04013000445,04,013,000445,1099,765.4,39.9,1140.8,735.2
04013000446,04,013,000446,1422,1429,42,1415,1456
04013000447,04,013,000447,3185.8,4064.5,99.9,3218.2,4046.1
04013000448,04,013,000448,1995,508,35,2009,520
04013000449,04,013,000449,273.5,189.8,4.1,277.6,184.7
04013000450,04,013,000450,506.8,273.5,20.1,519.6,262.6
04013000451,04,013,000451,939.2,660.3,26.1,958.1,649.5
04013000452,04,013,000452,414.8,537.1,19.9,413.8,550
04013000453,04,013,000453,2265.2,1707.5,48.2,2247.5,1740.5
04013000454,04,013,000454,1801.3,2720.7,25.1,1795.8,2739.7
04013000455,04,013,000455,2181,3502,79.4,2285.3,3453.3
04013000456,04,013,000456,795,401,17,823,377
04013000457,04,013,000457,1297.6,1255.7,76.2,1352.9,1239.5
04013000458,04,013,000458,1028,1439.2,17.9,1074.4,1392.6
04013000459,04,013,000459,1756.8,888.7,40.3,1813.8,861.2
04013000460,04,013,000460,1242,854,30,1237,891
04013000461,04,013,000461,2002,1196,60,2048,1202
04013000462,04,013,000462,382.5,503.8,7.3,377.5,510.1
04013000463,04,013,000463,1183,614,24,1209,607
04013000464,04,013,000464,2953.2,3267,102.9,3070.1,3152.1
04013000465,04,013,000465,2338.4,1208.7,73,2437.4,1162.7
04013000466,04,013,000466,1595,1301.6,57.1,1654.1,1244.5
04013000467,04,013,000467,1408.6,2058.8,52.9,1447.6,2056.9
04013000468,04,013,000468,904,1337,37,925,1333
04013000469,04,013,000469,2298.3,1445.4,64.6,2327.1,1397.7
