GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRENDEL,G20PRETBLA,G20USSRJAM,G20USSDPET,G20USSGSQU,G20USSNDER,G20USSTWIL
26163163208,26,163,163208,27.95,272.03,0.29,0,0,0.29,22.51,272.86,0.73,0,4.73
26163163209,26,163,163209,23.29,404.62,3.88,1.94,0,0,23.29,383.27,4.85,1.94,14.55
26163163210,26,163,163210,53,853,3,4,1,0,59,832,15,2,4
26163163211,26,163,163211,22,176,0,0,0,0,19,168,0,5,2
26163163212,26,163,163212,28,558,0,2,1,0,24,544,2,5,13
26163163213,26,163,163213,13,339,3,4,0,0,16,319,2,4,6
26163163214,26,163,163214,10.98,488.01,2,2.99,0,0,9.98,476.03,5.99,2,7.98
26163163215,26,163,163215,14,660,0,0,0,0,27,626,2,0,7
26163163216,26,163,163216,33,684,8,5,1,1,29,697,8,0,11
26163163217,26,163,163217,33,839,4,5,0,1,25,835,6,1,10
26163163218,26,163,163218,15,374.16,0,4.69,0.94,0,15.94,371.35,5.63,2.81,1.88
26163163219,26,163,163219,12,539,0,1,0,3,8,535,5,2,5
26163163220,26,163,163220,29,818,0,1,0,1,24,797,4,2,9
26163163221,26,163,163221,5,68,0,0,0,0,5,60,1,1,0
26163163222,26,163,163222,8,291,5,2,0,0,16,272,2,3,4
26163163223,26,163,163223,31.67,487.57,0.11,0.06,0,0,26.67,469.96,5.14,2.06,13.42
26163163224,26,163,163224,31,213,0,3,0,0,32,203,10,0,6
26163163225,26,163,163225,15,234,1,0,0,0,16,224,9,0,2
26163163226,26,163,163226,27,457,1,0,0,0,28,444,3,6,4
26163163227,26,163,163227,34,557,1,3,1,0,30,548,0,0,11
26163163228,26,163,163228,54,572,0,0,0,0,52,581,5,0,4
26163163229,26,163,163229,42,749,3,0,0,0,48,728,0,2,3
26163163230,26,163,163230,27,626,1,0,1,2,30,610,3,0,9
26163163231,26,163,163231,23,341,1,0,0,0,16,341,6,0,2
26163163232,26,163,163232,15,426,1,0,0,1,14,407,0,4,9
26163163233,26,163,163233,36,1217,2,8,0,1,51,1186,4,2,9
26163163234,26,163,163234,49,1016,0,3,1,0,53,1008,6,6,2
26163163235,26,163,163235,9.96,415.28,0,1.99,0,0,11.95,409.3,0,2.99,2.99
26163163236,26,163,163236,20,407,0,2,0,0,18,401,5,3,3
26163163237,26,163,163237,14,337,2,2,0,0,12,344,3,3,3
26163163238,26,163,163238,10.33,459.63,0.08,0.08,0.03,0,13.42,449.04,3.17,2.08,4.33
26163163239,26,163,163239,7.04,402.72,3,0.01,0,0,18.05,383.7,3,3.01,3.01
26163163240,26,163,163240,34,489,0,2,1,3,38,465,8,2,14
26163163241,26,163,163241,11.67,582.37,2.92,2.92,0.97,0,14.58,561.96,5.83,2.92,11.67
26163163242,26,163,163242,7,213,0,0,0,2,3,218,3,0,3
26163163243,26,163,163243,9,732,0,4,0,4,17,692,5,0,22
26163163244,26,163,163244,12,328,3,0,0,0,15,303,8,0,10
26163163245,26,163,163245,11,647,0,2,0,0,14,610,2,0,15
26163163246,26,163,163246,13,316,0,0,0,0,14,307,0,0,5
26163163247,26,163,163247,19,728,2,1,1,0,18,712,2,3,3
26163163248,26,163,163248,7,267,1,0,0,0,4,259,1,0,8
26163163249,26,163,163249,37,1057,2,4,0,0,42,1031,8,0,17
26163163250,26,163,163250,24,435,2,0,0,0,24,424,2,0,3
26163163251,26,163,163251,13,659,0,2,0,1,11,645,3,3,11
26163163252,26,163,163252,26,518,2,2,0,0,21,518,3,3,4
26163163253,26,163,163253,23,678,0,1,2,0,18,675,8,3,7
26163163254,26,163,163254,21,759,0,0,0,1,17,752,7,2,9
26163163255,26,163,163255,15,710,2,2,0,0,19,670,3,0,17
26163163256,26,163,163256,27,875,0,0,1,4,33,854,2,0,15
26163163257,26,163,163257,14,880,5,3,1,4,17,838,10,2,25
26163163258,26,163,163258,33,685,1,3,0,2,23,703,0,5,7
26163163259,26,163,163259,21,432,1,3,0,0,20,439,0,0,3
26163163260,26,163,163260,28,805,3,1,1,1,27,785,2,8,12
26163163261,26,163,163261,32,749,2,2,0,0,28,748,2,0,13
26163163262,26,163,163262,30,574,6,3,1,0,20,596,2,0,10
26163163263,26,163,163263,8,535,1,2,2,0,17,500,3,7,8
26163163264,26,163,163264,32,542,3,5,0,2,23,534,12,0,12
26163163265,26,163,163265,8,593,1,4,0,0,17,583,3,0,4
26163163266,26,163,163266,25,750,2,0,0,1,16,736,2,5,17
26163163267,26,163,163267,15,320,0,0,0,0,10,313,0,0,11
26163163268,26,163,163268,24,701,0,0,0,0,20,683,4,2,10
26163163269,26,163,163269,21,709,6,5,0,3,23,702,9,3,9
26163163270,26,163,163270,25,709,2,1,0,0,23,680,6,0,21
26163163271,26,163,163271,12,530,3,0,0,0,21,501,5,3,3
26163163272,26,163,163272,10,395,0,0,0,0,6,402,0,0,0
26163163273,26,163,163273,21,640,0,0,0,0,22,618,3,0,3
26163163274,26,163,163274,17,694,7,3,2,2,21,679,7,4,17
26163163275,26,163,163275,12,356,2,0,0,0,14,346,0,0,4
26163163276,26,163,163276,24,603,0,3,0,0,31,583,4,2,2
26163163277,26,163,163277,27,902,2,5,1,1,46,873,4,0,13
26163163278,26,163,163278,39,743,3,3,0,2,39,725,7,0,15
26163163279,26,163,163279,11,836,4,4,0,1,12,837,7,2,7
26163163280,26,163,163280,42,564,0,0,0,0,38,541,3,2,16
26163163281,26,163,163281,33,695,1,3,1,0,33,683,4,2,4
26163163282,26,163,163282,23,562,1,0,1,0,23,549,4,0,9
26163163283,26,163,163283,11,403,0,0,0,0,12,397,0,5,2
26163163284,26,163,163284,11,578,4,0,1,0,15,555,2,0,15
26163163285,26,163,163285,10,602,0,2,1,0,6,592,4,2,13
26163163286,26,163,163286,26,503,0,0,1,3,21,485,7,4,7
26163163287,26,163,163287,31,663,4,0,1,0,35,647,4,2,11
26163163288,26,163,163288,25,497,0,3,0,0,25,484,0,2,6
26163163289,26,163,163289,13,501,5,0,0,3,6,494,14,5,4
26163163290,26,163,163290,9,362,3,0,0,0,15,354,0,2,2
26163163291,26,163,163291,6,507,0,0,0,0,8,480,0,0,15
26163163292,26,163,163292,32,515,0,7,0,1,25,532,11,0,4
26163163293,26,163,163293,20,509,2,0,0,0,20,485,6,2,11
26163163294,26,163,163294,23,328,0,0,1,0,16,327,0,2,8
26163163295,26,163,163295,22,591,1,0,2,0,14,564,7,3,20
26163163296,26,163,163296,35,807,1,0,1,2,32,792,7,2,14
26163163297,26,163,163297,15,422,1,5,0,0,14,415,5,0,2
26163163298,26,163,163298,12,593,0,5,0,2,20,565,6,2,10
26163163299,26,163,163299,17,390,3,0,0,0,15,381,0,0,12
26163163300,26,163,163300,10,239,0,1,0,0,11,233,3,2,2
26163163301,26,163,163301,20,539,4,0,0,0,20,530,0,4,15
26163163302,26,163,163302,10,239,0,0,0,0,10,234,0,0,2
26163163303,26,163,163303,14,562,0,2,0,1,16,529,8,2,9
26163163304,26,163,163304,26,499,3,3,0,1,28,482,11,4,19
26163163305,26,163,163305,24,360,1,0,0,0,25,344,4,0,8
26163163306,26,163,163306,17,217,0,0,0,0,16,212,0,0,6
26163163307,26,163,163307,38,805,0,2,0,3,42,761,11,0,19
26163163308,26,163,163308,17,367,3,0,4,2,16,359,3,3,11
26163163309,26,163,163309,31,510,1,5,0,0,28,505,8,3,10
26163163310,26,163,163310,30.18,550.84,6.01,0.01,0,2.02,25.17,557.72,5.03,2,10.14
26163163311,26,163,163311,29,353,1,5,0,0,39,329,5,0,6
26163163312,26,163,163312,31,715,3,0,0,2,26,711,0,2,10
26163163313,26,163,163313,14,519,0,0,0,0,18,488,3,0,10
26163163314,26,163,163314,11,424,0,2,4,0,19,412,2,0,2
26163163315,26,163,163315,31,561,0,0,0,0,21,561,0,0,12
26163163316,26,163,163316,32.82,512.16,1.99,1.99,0,2.98,30.83,491.28,4.97,0,25.86
26163163317,26,163,163317,20,456,0,0,0,0,23,438,5,5,7
26163163318,26,163,163318,11,465,0,5,0,0,7,462,2,0,7
26163163319,26,163,163319,25,474,5,0,0,3,24,447,7,0,19
26163163320,26,163,163320,11,201,2,0,0,0,11,196,0,4,5
26163163321,26,163,163321,15,170,3,0,0,1,15,173,3,2,4
26163163322,26,163,163322,23,458,0,4,0,0,12,466,3,2,4
26163163323,26,163,163323,21,590,0,0,1,1,20,573,0,0,12
26163163324,26,163,163324,35,748,6,5,0,2,36,737,6,2,15
26163163325,26,163,163325,20,529,2,4,2,2,21,519,6,0,6
26163163326,26,163,163326,27,735,0,0,1,0,23,706,2,5,10
26163163327,26,163,163327,64,775,2,10,0,2,59,767,17,1,10
26163163328,26,163,163328,35,433,5,2,1,2,31,433,2,1,14
26163163329,26,163,163329,34,620,5,1,0,0,29,610,0,3,17
26163163330,26,163,163330,0,46,0,0,0,0,2,41,0,0,2
26163163331,26,163,163331,17,576,2,0,1,0,19,544,7,2,15
26163163332,26,163,163332,9.02,283.57,3,3,0,0,13.02,278.54,2,0,8.01
26163163333,26,163,163333,0,6,0,0,0,0,0,6,0,0,0
26163163334,26,163,163334,49,717,4,3,1,0,38,726,5,4,3
26163163335,26,163,163335,81,551,0,0,0,0,56,542,0,0,3
26163163336,26,163,163336,7,314,0,0,0,2,7,315,5,0,3
26163163337,26,163,163337,44,610,3,0,0,4,45,598,7,4,10
26163163338,26,163,163338,74,543,1,2,0,0,61,522,5,2,15
26163163339,26,163,163339,21,356,1,2,0,0,20,343,4,5,5
26163163340,26,163,163340,13,259,1,1,1,0,9,248,4,1,10
26163163341,26,163,163341,11,169,0,0,0,0,15,160,0,4,0
26163163342,26,163,163342,1,21,0,0,0,0,1,21,0,0,0
26163163343,26,163,163343,7,302,0,1,2,1,7,288,3,0,10
26163163344,26,163,163344,12,210,0,0,0,0,11,204,2,2,2
26163163345,26,163,163345,10,449,3,1,1,1,7,444,3,0,8
26163163346,26,163,163346,21.2,366.98,0,1.07,2,1.07,20,352.11,6.33,5,5.2
26163163347,26,163,163347,2,126,0,0,0,0,4,115,0,3,2
26163163348,26,163,163348,22,383,1,0,0,0,17,375,10,2,6
26163163349,26,163,163349,9,306,0,0,0,0,11,288,0,1,6
26163163350,26,163,163350,16.8,309.02,0,0.93,0,0.93,14,310.89,4.67,0,2.8
26163163351,26,163,163351,25,607,1,2,2,0,25,598,0,3,9
26163163352,26,163,163352,28,445,0,2,0,3,27,426,0,1,16
26163163353,26,163,163353,18,613,4,2,0,2,23,598,0,1,17
26163163354,26,163,163354,2,191,1,0,0,0,6,181,0,1,2
26163163355,26,163,163355,7,218,1,6,0,0,6,213,4,0,4
26163163356,26,163,163356,16,860,2,0,0,1,20,829,2,4,24
26163163357,26,163,163357,16,413,3,2,0,1,14,409,0,0,10
26163163358,26,163,163358,25,752,2,8,0,2,31,737,5,0,15
26163163359,26,163,163359,11,260,1,0,1,0,11,252,3,3,8
26163163360,26,163,163360,19,270,1,0,0,1,18,259,2,2,7
26163163361,26,163,163361,15,570,3,0,0,0,14,551,13,1,7
26163163362,26,163,163362,20.67,417.82,1.8,0,0,0.9,17.07,412.43,0,7.19,6.29
26163163363,26,163,163363,14,501,0,2,0,2,17,469,9,0,16
26163163364,26,163,163364,9,558,0,5,0,0,7,558,5,3,3
26163163365,26,163,163365,23,567,0,0,2,3,30,551,2,3,7
26163163366,26,163,163366,14,523,3,2,1,0,12,523,0,3,6
26163163367,26,163,163367,29,407,0,0,0,0,28,399,2,2,0
26163163368,26,163,163368,28,436,2,0,0,0,23,426,8,0,4
26163163369,26,163,163369,24,314,0,0,0,0,14,319,2,0,2
26163163370,26,163,163370,15,372,0,0,0,0,17,359,2,0,2
26163163371,26,163,163371,11,198,0,2,0,2,9,199,5,0,2
26163163372,26,163,163372,14,400,0,0,0,0,15,385,2,1,4
26163163373,26,163,163373,0,60,0,1,0,2,2,60,0,1,0
26163163374,26,163,163374,19,316,0,1,0,0,14,307,1,3,6
26163163375,26,163,163375,12,503,0,0,0,0,18,491,3,0,1
26163163376,26,163,163376,13,645,0,3,0,0,17,619,0,0,14
26163163377,26,163,163377,48,631,5,3,2,0,57,623,0,7,2
26163163378,26,163,163378,51,658,5,2,1,0,48,626,18,4,24
26163163379,26,163,163379,15,291,1,0,1,0,17,285,6,0,5
26163163380,26,163,163380,14,428,3,0,1,0,16,400,0,3,16
26163163381,26,163,163381,7,58,0,2,0,0,2,71,0,0,0
26163163382,26,163,163382,21,451,3,0,0,0,17,440,11,2,5
26163163383,26,163,163383,8,309,0,7,2,0,5,311,0,5,2
26163163384,26,163,163384,5,363,0,2,2,4,6,355,0,2,11
26163163385,26,163,163385,22.18,463.49,0.04,0.03,1,0,21.19,454.25,5.08,4,4.18
26163163386,26,163,163386,16,474,2,0,1,0,9,466,4,2,15
26163163387,26,163,163387,17,430,0,2,0,0,17,408,2,2,10
26163163388,26,163,163388,39,755,2,2,0,3,40,738,4,7,13
26163163389,26,163,163389,42,407,0,0,0,0,44,390,7,3,2
26163163390,26,163,163390,61,777,8,0,0,0,53,785,4,2,6
26163163391,26,163,163391,70,407,0,1,1,0,67,388,0,3,13
26163163392,26,163,163392,75,486,3,0,1,4,73,464,3,0,15
26163163393,26,163,163393,34,573,0,0,0,4,31,570,0,1,7
26163163394,26,163,163394,8,297,0,0,1,0,8,297,0,1,2
26163163395,26,163,163395,16,553,0,6,1,0,17,535,11,0,2
26163163396,26,163,163396,14,862,2,0,2,0,21,814,10,5,18
26163163397,26,163,163397,19,510,5,4,0,2,21,503,4,2,5
26163163398,26,163,163398,11,69,1,0,0,0,10,71,0,0,0
26163163399,26,163,163399,6,326,0,0,0,3,11,313,6,0,2
26163163400,26,163,163400,27,384,0,0,0,2,29,368,0,0,7
26163163401,26,163,163401,42,720,2,5,1,0,37,704,9,4,9
26163163402,26,163,163402,23,459,2,0,0,5,33,453,3,2,2
26163163403,26,163,163403,53,629,2,4,0,2,54,622,4,0,9
26163163404,26,163,163404,65,854,5,4,0,0,66,840,7,0,13
26163163405,26,163,163405,8,318,0,5,1,1,11,307,6,3,2
26163163406,26,163,163406,0,137,0,0,0,0,0,128,0,1,4
26163163407,26,163,163407,30,654,3,0,0,1,29,635,9,4,6
26163163408,26,163,163408,22,508,2,0,2,0,19,494,6,4,8
26163163409,26,163,163409,19,639,1,0,0,0,23,622,4,0,11
26163163410,26,163,163410,16,540,2,5,1,2,20,525,7,0,11
26163163411,26,163,163411,14,434,5,0,1,0,9,433,4,2,5
26163163412,26,163,163412,19,310,0,0,0,0,18,293,5,0,4
26163163413,26,163,163413,24,724,1,2,1,0,23,695,5,7,8
26163163414,26,163,163414,18,510,0,2,0,3,18,510,2,2,8
26163163415,26,163,163415,30,524,2,0,1,2,20,519,2,1,15
26163163416,26,163,163416,11,200,0,0,0,1,11,197,2,0,5
26163163417,26,163,163417,24,566,2,3,2,0,16,572,8,4,5
26163163418,26,163,163418,6,113,2,0,1,0,4,116,2,0,4
26163163419,26,163,163419,10,359,0,0,0,2,6,354,6,2,4
26163163420,26,163,163420,9,344,0,0,2,1,9,331,4,4,7
26163163421,26,163,163421,12.82,470.51,2.96,1.97,0,0,13.81,452.75,5.92,0,12.82
26163163422,26,163,163422,13,460,0,1,0,3,12,450,5,0,2
26163163423,26,163,163423,20,527,0,0,1,0,18,503,5,10,18
26163163424,26,163,163424,11,271,1,0,1,0,14,263,0,0,5
26163163425,26,163,163425,15,482,0,0,0,1,19,452,3,1,9
26163163426,26,163,163426,21,409,1,3,1,1,19,393,10,2,12
26163163427,26,163,163427,2,321,1,2,0,0,16,298,2,0,5
26163163428,26,163,163428,7,242,0,1,0,0,8,233,0,0,7
26163163429,26,163,163429,12,388,2,0,0,0,12,373,1,0,10
26163163430,26,163,163430,19,507,1,1,0,0,14,500,5,2,8
26163163431,26,163,163431,5,155,0,0,0,2,5,152,1,0,5
26163163432,26,163,163432,9,325,0,1,0,0,12,316,1,1,5
26163163433,26,163,163433,4,183,0,0,0,0,4,179,0,1,0
26163163434,26,163,163434,10,271,0,0,0,0,5,269,4,0,2
26163163435,26,163,163435,14,535,0,2,0,3,14,513,3,0,17
26163163436,26,163,163436,0,0,0,0,0,0,0,0,0,0,0
26163163437,26,163,163437,18,400,0,0,1,2,14,388,4,3,8
26163163438,26,163,163438,8,509,2,3,1,4,18,498,7,3,6
26163163439,26,163,163439,9,268,0,2,0,2,18,249,2,2,6
26163163440,26,163,163440,6,242,0,2,0,0,3,236,2,2,4
26163163441,26,163,163441,17,265,1,0,0,0,20,249,2,0,8
26163163442,26,163,163442,26,661,4,3,1,0,27,650,7,7,2
26163163443,26,163,163443,56,370,0,0,2,0,49,369,0,2,5
26163163444,26,163,163444,25,458,2,0,1,0,17,460,2,3,5
26163163445,26,163,163445,9,396,5,0,0,0,13,375,5,2,7
26163163446,26,163,163446,17.11,517.95,2.85,1.9,0.95,0,23.76,496.09,6.65,0,13.31
26163163447,26,163,163447,21,612,2,3,1,0,20,593,5,6,10
26163163448,26,163,163448,36,484,0,6,0,0,28,475,3,1,6
26163163449,26,163,163449,13.64,105.48,0.91,0,0,0,11.82,106.39,0.91,0.91,0.91
26163163450,26,163,163450,18,670,0,1,0,3,21,643,4,3,9
26163163451,26,163,163451,11,435,1,0,1,0,11,422,0,2,14
26163163452,26,163,163452,6,269,0,4,0,5,11,251,4,4,10
26163163453,26,163,163453,9,443,1,3,1,0,15,425,6,1,6
26163163454,26,163,163454,4,314,5,0,1,0,16,310,0,0,3
26163163455,26,163,163455,14,427,4,2,1,1,11,415,0,3,12
26163163456,26,163,163456,16,439,0,0,0,0,17,432,4,0,7
26163163457,26,163,163457,14,252,0,3,1,0,14,238,8,2,6
26163163458,26,163,163458,63,904,9,0,0,1,80,881,15,2,0
26163163459,26,163,163459,54,733,4,6,1,0,65,710,0,0,15
26163163460,26,163,163460,61.29,919.38,10.7,1.95,1.95,0.97,78.8,909.65,0,3.89,8.76
26163163461,26,163,163461,21,341,0,0,0,0,17,326,2,0,4
26163163462,26,163,163462,21,557,3,3,0,0,21,553,2,0,13
26163163463,26,163,163463,23,420,1,1,2,0,28,411,2,4,0
26163163464,26,163,163464,13,392,0,3,0,0,13,380,7,0,8
26163163465,26,163,163465,15,568,0,3,1,4,26,546,4,0,12
26163163466,26,163,163466,68,939,3,3,0,1,78,913,11,2,17
26163163467,26,163,163467,73,651,5,0,1,1,97,646,0,0,7
26163163468,26,163,163468,27,579,0,3,0,0,41,556,2,3,3
26163163469,26,163,163469,20.44,364.83,0,3.03,0,0.76,25.73,360.29,5.3,0,0
26163163470,26,163,163470,33,872,8,4,1,0,36,838,11,7,21
26163163471,26,163,163471,31.18,335.13,0.08,0,0,0,26.02,327.21,4.08,0.08,0.08
26163163472,26,163,163472,10,284,0,0,0,0,10,272,3,0,7
26163163473,26,163,163473,58,495,4,1,0,0,64,469,7,2,10
26163163474,26,163,163474,2,305,0,0,0,0,4,301,0,0,3
26163163475,26,163,163475,15,635,2,3,0,0,25,596,6,3,11
26163163476,26,163,163476,13,336,2,0,0,0,19,311,6,2,9
26163163477,26,163,163477,25,249,9,2,0,0,33,251,6,0,0
26163163478,26,163,163478,29.44,236.48,2.94,0.98,0,0,31.4,217.83,4.91,0.98,0
26163163479,26,163,163479,22,906,4,0,0,0,28,834,14,7,14
26163163480,26,163,163480,43,851,8,5,0,2,58,840,5,2,5
26163163481,26,163,163481,17,445,0,0,0,2,19,439,5,0,6
26163163482,26,163,163482,40,574,5,0,0,0,41,558,13,3,11
26163163483,26,163,163483,31,664,0,13,0,2,41,634,13,3,9
26163163484,26,163,163484,13,225,0,5,0,0,14,232,0,0,0
26163163485,26,163,163485,33,597,9,2,1,2,32,599,8,3,13
26163163486,26,163,163486,38,722,4,0,0,2,46,677,15,0,14
26163163487,26,163,163487,10.45,303.98,0,0,0,0,5.7,301.13,2.85,0,5.7
26163163488,26,163,163488,46,486,0,2,2,0,56,462,8,2,9
26163163489,26,163,163489,33,658,5,5,0,0,29,659,5,5,9
26163163490,26,163,163490,25,452,0,0,4,2,33,425,0,3,11
26163163491,26,163,163491,13.18,297.39,0.01,0,0,3,13.16,285.4,0.01,0.01,9.01
26163163492,26,163,163492,10,442,2,0,0,0,6,432,5,3,8
26163163493,26,163,163493,25,248,4,0,0,0,21,252,5,3,8
26163163494,26,163,163494,7,301,1,3,0,1,8,291,11,1,4
26163163495,26,163,163495,28,393,1,2,0,2,19,384,6,1,10
26163163496,26,163,163496,20,495,0,0,1,2,19,480,3,2,7
26163163497,26,163,163497,20,364,2,0,0,2,22,349,0,1,6
26163163498,26,163,163498,14,370,1,5,1,1,12,368,13,0,10
26163163499,26,163,163499,9,212,1,0,0,0,10,205,0,0,0
26163163500,26,163,163500,55,613,6,3,0,0,54,613,5,0,10
26163163501,26,163,163501,9,396,3,5,2,0,14,383,8,4,3
26163163502,26,163,163502,6,396,0,0,0,0,12,355,4,0,21
26163163503,26,163,163503,14,354,4,2,1,0,15,348,4,4,2
26163163504,26,163,163504,4.11,99.52,0,0,0,0,5.76,90.51,0.01,0,1.65
26163163505,26,163,163505,2,7,0,0,0,0,2,7,0,0,0
26163163506,26,163,163506,6,297,0,0,0,0,4,294,0,2,0
26163163507,26,163,163507,0,37,0,0,0,0,0,37,0,0,0
26163163508,26,163,163508,12,422,0,0,1,2,16,397,7,0,4
26163163509,26,163,163509,17,361,0,2,0,1,16,343,4,5,9
26163163510,26,163,163510,10,313,2,0,0,0,8,319,0,2,0
26163163511,26,163,163511,23,544,2,0,0,0,17,518,6,2,19
26163163512,26,163,163512,3,269,1,0,0,0,10,259,0,0,0
26163163513,26,163,163513,21,450,1,2,0,0,27,432,8,0,7
26163163514,26,163,163514,20,257,1,1,0,1,18,251,4,0,3
26163163515,26,163,163515,0,0,0,0,0,0,0,0,0,0,0
26163163516,26,163,163516,4,280,4,0,0,0,4,274,0,0,3
26163163517,26,163,163517,4.55,185.02,0,0,0,0,2.3,184.87,0.15,0,3.3
26163163518,26,163,163518,3.89,119.72,0,2.22,0,0,2.78,121.94,1.39,0,1.94
26163163519,26,163,163519,33.83,815.34,0,5.78,0,0,27.98,818.15,14.48,0,5.06
26163163520,26,163,163520,43.41,600.71,1.05,1.02,0.02,0,56.27,557.19,0.16,0,9.11
26163163521,26,163,163521,9,933,0,0,0,1,7,920,0,0,5
26163163522,26,163,163522,62.75,536.31,3.92,1.96,0,0,77.46,515.72,4.9,1.96,2.94
26163163523,26,163,163523,81.87,562.63,3.81,0,0.95,0,86.63,545.5,9.52,1.9,1.9
26163163524,26,163,163524,65,387,11,2,0,0,89,358,8,0,3
26163163525,26,163,163525,37.1,591.66,2,0,0,0,39.12,561.61,7.01,0.01,12
26163163526,26,163,163526,40.19,978.01,0,5.01,0.02,2,37.19,969.99,5.04,2.03,22
26163163527,26,163,163527,0,0,0,0,0,0,0,0,0,0,0
26163163528,26,163,163528,26,592,2,4,0,0,39,559,9,2,0
26163163529,26,163,163529,38,544,2,0,0,0,41,505,9,0,15
26163163530,26,163,163530,29,544,2,2,2,0,31,530,5,3,7
26163163531,26,163,163531,42.9,275.34,2,0,0,0,51.88,252.39,3.99,3.99,0
26163163532,26,163,163532,28.81,155.99,0,1.99,2.98,0,29.81,152.01,5.96,3.97,0
26163163533,26,163,163533,88,561,13,0,0,2,122,508,8,0,8
26163163534,26,163,163534,10,292,3,0,0,0,7,289,2,1,6
26163163535,26,163,163535,10,313,2,4,0,0,9,291,7,3,12
26163163536,26,163,163536,15,550,0,2,1,2,17,517,9,2,19
26163163537,26,163,163537,8,283,2,1,0,1,3,286,2,0,7
26163163538,26,163,163538,20,296,0,0,1,0,13,291,4,5,2
26163163539,26,163,163539,9,275,0,3,0,0,11,259,4,0,7
26163163540,26,163,163540,29,479,2,0,2,0,33,453,0,3,15
26163163541,26,163,163541,56,406,0,3,2,2,49,394,5,2,7
26163163542,26,163,163542,124.2,559.02,4,0.01,2,0,114.15,538,7.02,2.01,15.01
26163163543,26,163,163543,143.83,684.59,2,3.05,0.01,2,124.43,646.32,20.15,10.08,19.05
26163163544,26,163,163544,1,14,0,0,0,0,1,14,0,0,0
26163163545,26,163,163545,6,243,0,0,0,0,6,239,1,1,0
26163163546,26,163,163546,8,237,0,1,0,0,4,233,4,0,2
26163163547,26,163,163547,8,248,0,2,0,0,10,246,0,0,2
26163163548,26,163,163548,0,9,0,0,0,0,0,9,0,0,0
26163163549,26,163,163549,0,0,0,0,0,0,0,0,0,0,0
26163163550,26,163,163550,58,467,5,0,0,0,51,439,7,6,11
26163163551,26,163,163551,63.59,492.81,0,4.68,0,0,54.24,483.46,10.29,3.74,9.35
26163163552,26,163,163552,27,432,6,0,0,0,30,421,3,4,2
26163163553,26,163,163553,47.07,285.27,0,0.08,0,0,40.91,271.11,11.17,0.06,2.16
26163163554,26,163,163554,64,703,14,2,0,0,70,691,7,3,0
26163163555,26,163,163555,5,116,0,0,0,0,6,110,0,2,2
26163163556,26,163,163556,49,917,2,3,0,0,48,889,3,0,29
26163163557,26,163,163557,14,340,0,3,0,0,19,325,5,0,6
26163163558,26,163,163558,13,209,1,0,3,1,10,201,2,5,3
26163163559,26,163,163559,0,223,0,0,0,0,2,218,0,0,0
26163163560,26,163,163560,111,454,2,3,0,2,93,441,10,6,17
26163163561,26,163,163561,13.45,26.35,0.02,1.04,0.02,0.01,11.39,25.32,0.09,0.01,0.04
26163163562,26,163,163562,90,380,5,2,0,0,74,387,7,4,2
26163163563,26,163,163563,98,490,6,2,0,1,106,464,5,0,7
26163163564,26,163,163564,67,240,2,0,0,0,55,236,0,0,15
26163163565,26,163,163565,82,411,2,0,0,0,69,399,0,3,17
26163163566,26,163,163566,62.55,461.65,2.98,4.96,2.98,0.99,53.61,458.68,12.91,0.99,4.96
26163163567,26,163,163567,139,573,1,0,5,4,112,558,13,5,25
26163163568,26,163,163568,34,102,1,2,0,0,33,97,2,2,2
26163163569,26,163,163569,47,248,5,2,0,0,47,241,6,4,2
26163163570,26,163,163570,115,441,7,3,1,1,126,409,12,1,12
26163163571,26,163,163571,150,593,4,3,1,0,124,587,5,8,10
26163163572,26,163,163572,26.26,578.39,0,0.02,1,0.03,25.31,563.1,0.04,5,7.13
26163163573,26,163,163573,28,687,4,5,1,0,27,674,7,0,11
26163163574,26,163,163574,34.62,584.55,0,2.97,0,3.96,41.54,545.98,5.93,0,17.8
26163163575,26,163,163575,16,711,3,3,0,3,12,704,6,0,18
26163163576,26,163,163576,8.63,145.28,0.02,0.05,0,0,7.52,144.18,0.05,0.02,2.05
26163163577,26,163,163577,34,120,0,0,0,0,33,117,4,0,2
26163163578,26,163,163578,123,432,3,2,1,0,113,416,6,3,7
26163163579,26,163,163579,59,195,1,0,0,0,57,170,0,3,11
26163163580,26,163,163580,40,451,6,4,0,0,60,435,7,0,4
26163163581,26,163,163581,28,899,2,4,0,2,36,865,12,0,11
26163163582,26,163,163582,33,439,0,0,2,0,27,429,5,7,2
26163163583,26,163,163583,15,388,3,2,2,0,15,380,2,5,2
26163163584,26,163,163584,11,406,4,0,1,0,15,374,7,2,16
26163163585,26,163,163585,16,391,2,4,0,2,11,385,0,2,16
26163163586,26,163,163586,39,547,1,2,1,2,33,537,8,2,14
26163163587,26,163,163587,57,532,0,2,1,0,56,511,7,5,7
26163163588,26,163,163588,80.01,506.36,1.47,2.43,1,0.09,82.1,477.26,5.61,4.13,20.22
26163163589,26,163,163589,108.5,576.82,6.1,0.09,3,0.02,96.31,564.8,7.12,4.03,18.04
26163163590,26,163,163590,39,429,0,0,0,0,40,421,2,0,5
26163163591,26,163,163591,37,366,0,2,0,2,39,338,5,2,17
26163163592,26,163,163592,28,778,4,7,0,0,26,764,7,3,17
